Generation,Individual,Genome_ID,Parent_ID1,Parent_ID2,Fitness,
0,0,0,-1,-1,3
0,1,1,-1,-1,4
0,2,2,-1,-1,3
0,3,3,-1,-1,3
0,4,4,-1,-1,3
1,0,5,1,-5,3
1,1,6,0,-2,3
1,2,7,0,-2,3
1,3,8,1,-2,3
1,4,9,2,-2,4
2,0,10,9,-5,5
2,1,11,5,-2,4
2,2,12,5,-2,3
2,3,14,9,6,4
2,4,13,9,-2,5
3,0,15,10,-5,5
3,1,16,10,-2,4
3,2,17,13,-5,5
3,3,18,13,-4,5
3,4,19,13,-4,6
4,0,20,15,-5,4
4,1,21,18,-2,5
4,2,22,19,-5,4
4,3,23,19,-4,4
4,4,24,19,-4,6
