generation;index;fitness
1;10;(-2.169125903653721,)
1;11;(-1.0631593751342143,)
1;12;(-2.194233921897337,)
1;13;(-1.5314966841752533,)
1;14;(6.986071376101558,)
1;15;(-2.574768834212544,)
1;16;(-118.73207316238563,)
1;17;(-3.976903063306837,)
1;18;(1.3783097497029473,)
1;19;(-3.801767009325845,)
1;20;(0.8388597622937128,)
1;21;(18.181763557551804,)
1;22;(-1.371665089939401,)
1;23;(5.940387789179837,)
1;24;(-116.78180457532247,)
1;25;(-1.9438871251273744,)
1;26;(-0.6335774357371999,)
1;27;(-8.458946945266339,)
1;28;(-0.6114681616939701,)
1;29;(-5.264030480424111,)
1;30;(-2.777683030204443,)
1;31;(8.70657720869565,)
1;32;(-0.6053756472025507,)
1;33;(-3.496764797265606,)
1;34;(5.703854941251948,)
1;35;(-0.7182937308418058,)
1;36;(-3.555228297413477,)
1;37;(6.459102407606708,)
1;38;(2.404732008657083,)
1;39;(-0.5630021642443852,)
1;40;(0.24763632512140354,)
1;41;(10.857131654396236,)
1;42;(-3.5408053383715528,)
1;43;(-1.1471178154548145,)
1;44;(7.564166459988294,)
1;45;(-42.06074401289961,)
1;46;(-2.6244003584601803,)
1;47;(8.299388959245213,)
1;48;(-2.236414012669348,)
1;49;(-206.45751484840315,)
1;50;(-4.816340248938436,)
1;51;(-2.8008158589652554,)
1;52;(-3.3246721075500236,)
1;53;(-3.9244847419119075,)
1;54;(-0.8902818964418151,)
1;55;(13.208461656519544,)
1;56;(2.4009840141435936,)
1;57;(-4.873245843319508,)
1;58;(0.6859500097663047,)
1;59;(0.9412922346380241,)
1;60;(-1.4616214995846006,)
1;61;(10.190746928267652,)
1;62;(0.38529570919895395,)
1;63;(13.038978314900248,)
1;64;(-2.217200558897624,)
1;65;(3.1282578147745284,)
1;66;(2.5042898250322505,)
1;67;(-2.894335887832205,)
1;68;(12.323309144405037,)
1;69;(3.474551819624833,)
1;70;(-2.967503411808465,)
1;71;(0.1192393254904125,)
1;72;(-4.046215069083516,)
1;73;(6.6107701019212755,)
1;74;(5.035034239591317,)
1;75;(-41.70271875704671,)
1;76;(7.929002885105396,)
1;77;(-4.143959693202666,)
1;78;(-0.8953477813624455,)
1;79;(2.25396457344231,)
1;80;(-3.119513446776052,)
1;81;(-1.0699987459260791,)
1;82;(-2.9887636222376566,)
1;83;(-0.7182937308418058,)
1;84;(6.1648572812863645,)
1;85;(-4.524912453288801,)
1;86;(-2.0511306785486596,)
1;87;(-3.425331960344398,)
1;88;(-0.6829630235991551,)
1;89;(9.193997559692619,)
1;90;(-2.531541861175058,)
1;91;(-2.319482225294003,)
1;92;(-6.906595878212173,)
1;93;(-3.9491704346887087,)
1;94;(-3.3910379869307326,)
1;95;(15.013057669837222,)
1;96;(-98.85399424860681,)
1;97;(-2.302943375429413,)
1;98;(-3.1395910046603555,)
1;99;(0.8711235068269674,)
1;100;(-3.5099966193965155,)
1;101;(-3.8709124082399846,)
1;102;(5.058568941972157,)
1;103;(6.0190885088982045,)
1;104;(8.604764941916871,)
1;105;(-1.3390730718164092,)
1;106;(-7.190679878763268,)
1;107;(-1.204870235664827,)
1;108;(-3.746144193600399,)
1;109;(0.21775465151370144,)
1;110;(-1.1485778432854434,)
1;111;(3.2706938998848716,)
1;112;(-3.575462355460486,)
1;113;(-3.4229429453007416,)
1;114;(-4.019189213608441,)
1;115;(-3.7871168592777638,)
1;116;(-2.3147934980889353,)
1;117;(-1.7115518486179901,)
1;118;(12.480185579219338,)
1;119;(10.161218114376288,)
2;0;(-93.15767409978001,)
2;1;(10.62223099055335,)
2;2;(1.2511534859706324,)
2;3;(4.705165045183209,)
2;4;(5.211607370583672,)
2;5;(8.189512523476829,)
2;6;(8.931341804773389,)
2;7;(-0.8331939469382021,)
2;8;(7.9059650751160095,)
2;9;(9.027128061886883,)
2;10;(-6.697317256297685,)
2;11;(8.242382130057505,)
2;12;(-3.636117538016974,)
2;13;(-0.47728198228400154,)
2;14;(8.74493382737472,)
2;15;(13.208459528447575,)
2;16;(3.4445952860602116,)
2;17;(14.780553521285336,)
2;18;(11.907183433566322,)
2;19;(8.220814470523074,)
2;20;(-5.179676986375486,)
2;21;(10.84186389173467,)
2;22;(13.122652218765461,)
2;23;(5.53958073421317,)
2;24;(15.137622096486552,)
2;25;(-0.0693933882169615,)
2;26;(-1.1497405986952696,)
2;27;(13.297013781935364,)
2;28;(-89.48133888835622,)
2;29;(8.969279112304179,)
2;30;(11.48958876574426,)
2;31;(15.254197413832935,)
2;32;(0.9759143605333891,)
2;33;(9.256292714424962,)
2;34;(9.953390530135238,)
2;35;(10.857131654396236,)
2;36;(11.135349910306358,)
2;37;(10.486808075906811,)
2;38;(11.595298507701829,)
2;39;(6.040870858222103,)
2;40;(5.135490276894727,)
2;41;(12.956219520642586,)
2;42;(8.08351280403576,)
2;43;(9.983923126655515,)
2;44;(3.5596130680647606,)
2;45;(11.82463506683224,)
2;46;(-1.4616214995846006,)
2;47;(6.986071376101558,)
2;48;(11.73204852290934,)
2;49;(-0.22239199854844705,)
2;50;(10.204706074247857,)
2;51;(18.181763557551804,)
2;52;(10.351254228441928,)
2;53;(8.90283187843491,)
2;54;(8.89109147795897,)
2;55;(0.7469654933836349,)
2;56;(5.815096051368277,)
2;57;(11.763574827870476,)
2;58;(14.64594404660674,)
2;59;(13.547951303541272,)
2;60;(-1.5377672867528354,)
2;61;(-1.592176869729982,)
2;62;(10.757261759251953,)
2;63;(17.362499092762814,)
2;64;(4.10391799375457,)
2;65;(-0.38535125730746866,)
2;66;(10.087152952026976,)
2;67;(12.129066367310232,)
2;68;(-1.5791104684208552,)
2;69;(-8.58875499697422,)
2;70;(-5.157433237678705,)
2;71;(6.171813938499426,)
2;72;(-8.864367378747902,)
2;73;(6.5218320454359375,)
2;74;(16.694899727954898,)
2;75;(6.412630961224925,)
2;76;(-123.86311034368518,)
2;77;(14.735653756082002,)
2;78;(7.523678946904443,)
2;79;(-147.9632345312475,)
2;80;(-5.3111758245976795,)
2;81;(3.5747778594191386,)
2;82;(11.310509205806769,)
2;83;(10.793009188493732,)
2;84;(0.7491711177640961,)
2;85;(15.013057669837222,)
2;86;(6.986071376101558,)
2;87;(8.255020219277675,)
2;88;(11.638257885318387,)
2;89;(13.043951620725702,)
2;90;(12.96701229241202,)
2;91;(10.264693167187232,)
2;92;(6.390296760671717,)
2;93;(6.265048004477688,)
2;94;(0.45639035424032937,)
2;95;(-5.761842389700255,)
2;96;(4.426464843499104,)
2;97;(1.9637937006827648,)
2;98;(-13.015189085904726,)
2;99;(3.518547801208115,)
2;100;(8.739739720104083,)
2;101;(1.4022828083298164,)
2;102;(0.18953763086973074,)
2;103;(13.148363579304046,)
2;104;(8.567881930753021,)
2;105;(14.098473219706959,)
2;106;(11.681184907353202,)
2;107;(9.907948853784024,)
2;108;(11.66849091402304,)
2;109;(1.3717016831883508,)
2;110;(8.113206865398181,)
2;111;(0.6633262491913654,)
2;112;(10.857131654396236,)
2;113;(6.830072277074923,)
2;114;(3.707381484831644,)
2;115;(10.076339931636562,)
2;116;(12.79063149887309,)
2;117;(10.20615512039149,)
2;118;(2.4515076267252502,)
2;119;(8.604764941916871,)
3;0;(10.858976249556399,)
3;1;(8.233251848604606,)
3;2;(4.467451860794833,)
3;3;(15.614149109842176,)
3;4;(15.013057669837222,)
3;5;(8.167203519785152,)
3;6;(8.096537948478314,)
3;7;(12.968688201286527,)
3;8;(9.828926197677848,)
3;9;(3.005964506995511,)
3;10;(13.099398028298458,)
3;11;(13.208459528447575,)
3;12;(3.503783955648191,)
3;13;(13.199434467919676,)
3;14;(8.698975570515719,)
3;15;(2.8358389613232244,)
3;16;(13.89192439919811,)
3;17;(12.835059489080912,)
3;18;(9.7231079053096,)
3;19;(10.576151019752498,)
3;20;(17.09483590557167,)
3;21;(13.016460361304166,)
3;22;(13.102034379198896,)
3;23;(6.294542488241465,)
3;24;(-62.20797712646661,)
3;25;(14.735653756082002,)
3;26;(7.769976078083248,)
3;27;(8.480085753130641,)
3;28;(12.278482550139934,)
3;29;(19.010120535343418,)
3;30;(12.262996355350236,)
3;31;(10.14328395534258,)
3;32;(12.306397349578472,)
3;33;(5.9930845546761216,)
3;34;(15.372467550485595,)
3;35;(12.79063149887309,)
3;36;(15.384715598338154,)
3;37;(10.264693167187232,)
3;38;(11.083385216599275,)
3;39;(6.972718666653344,)
3;40;(5.882078885965122,)
3;41;(-91.33100571347582,)
3;42;(-12.42324184638174,)
3;43;(2.891381457764579,)
3;44;(13.514203706625638,)
3;45;(12.927318055502829,)
3;46;(10.299933293676215,)
3;47;(1.9644873561096763,)
3;48;(7.105606848280808,)
3;49;(10.560969119862534,)
3;50;(3.2676272255820993,)
3;51;(-115.92926432475556,)
3;52;(4.272520032733921,)
3;53;(4.341652433170495,)
3;54;(7.5198384466239965,)
3;55;(14.16080721194831,)
3;56;(12.283422218426804,)
3;57;(7.225986835739519,)
3;58;(18.39277392889642,)
3;59;(12.18215768933165,)
3;60;(11.32670921928078,)
3;61;(8.507012724081479,)
3;62;(13.2195395181247,)
3;63;(16.666760831356733,)
3;64;(11.056914416968684,)
3;65;(15.96951396332709,)
3;66;(10.282357243411667,)
3;67;(-0.268959281524769,)
3;68;(-120.00029164797743,)
3;69;(13.318361895668456,)
3;70;(10.722543742203726,)
3;71;(12.696947739749262,)
3;72;(14.167616304335972,)
3;73;(-23.688365992548864,)
3;74;(11.07444634431097,)
3;75;(8.616676909999745,)
3;76;(16.60910783189152,)
3;77;(13.137061421931431,)
3;78;(14.607468980870927,)
3;79;(14.40059216746459,)
3;80;(8.407752999398276,)
3;81;(5.18321046213908,)
3;82;(15.842254344446994,)
3;83;(6.2488525316626635,)
3;84;(16.892633102530112,)
3;85;(14.69823940093279,)
3;86;(7.903755904097567,)
3;87;(11.138696742553446,)
3;88;(9.27306642262578,)
3;89;(12.158090626549491,)
3;90;(12.71734793729313,)
3;91;(12.465499456803345,)
3;92;(16.4523583510464,)
3;93;(12.958248013671685,)
3;94;(13.845466595666563,)
3;95;(12.916516481267628,)
3;96;(6.820455293208477,)
3;97;(12.870329087727033,)
3;98;(17.539108112644747,)
3;99;(-4.434879711453437,)
3;100;(0.9749105584972124,)
3;101;(8.535867694860205,)
3;102;(9.481519957778293,)
3;103;(18.181763557551804,)
3;104;(-236.27018428115733,)
3;105;(5.111184364691592,)
3;106;(7.479933646527967,)
3;107;(15.302641390004643,)
3;108;(2.8894045421381325,)
3;109;(16.28513805610369,)
3;110;(11.595298507701829,)
3;111;(11.681184907353202,)
3;112;(13.122652218765461,)
3;113;(-1.8021691403452187,)
3;114;(11.994193092307622,)
3;115;(15.437244454725054,)
3;116;(10.190746928267652,)
3;117;(9.818847190632626,)
3;118;(9.843651310073446,)
3;119;(-23.196398743135113,)
4;0;(14.780553521285336,)
4;1;(-3.539781204651602,)
4;2;(8.451775774569148,)
4;3;(17.418456883794672,)
4;4;(13.522106327262167,)
4;5;(14.74667414355114,)
4;6;(0.13766263042728877,)
4;7;(14.070654467748064,)
4;8;(5.477596089372896,)
4;9;(14.12327468874203,)
4;10;(9.923060194587597,)
4;11;(5.104507234179682,)
4;12;(18.181763557551804,)
4;13;(14.654757547710899,)
4;14;(13.216317567223484,)
4;15;(11.656776166247244,)
4;16;(-1.4961202806554965,)
4;17;(10.69292887261204,)
4;18;(15.923669574595252,)
4;19;(5.589709571703501,)
4;20;(5.499350504949067,)
4;21;(14.822094081839976,)
4;22;(12.161941563120546,)
4;23;(15.33810243068722,)
4;24;(14.117171389112986,)
4;25;(19.025221723207615,)
4;26;(12.638916998866652,)
4;27;(-5.284025249469353,)
4;28;(16.892633102530112,)
4;29;(-9.718747184351276,)
4;30;(4.984446673366283,)
4;31;(8.169434518722998,)
4;32;(0.606591826009188,)
4;33;(16.178307165437836,)
4;34;(12.930473194140964,)
4;35;(16.601063293615763,)
4;36;(18.85606468721481,)
4;37;(5.10740493196456,)
4;38;(14.573529337164375,)
4;39;(0.03709722900409851,)
4;40;(8.98086381791699,)
4;41;(16.100655174394344,)
4;42;(13.897750534067528,)
4;43;(15.825136509897414,)
4;44;(5.9392792486087815,)
4;45;(18.729720249565734,)
4;46;(12.130680756474293,)
4;47;(-7.925325833728474,)
4;48;(15.384203415170067,)
4;49;(-137.0491840880402,)
4;50;(17.25969164791086,)
4;51;(16.65278028974279,)
4;52;(6.529772751339493,)
4;53;(13.77431236299439,)
4;54;(18.665737551078877,)
4;55;(15.154509265199835,)
4;56;(-0.42138003065273555,)
4;57;(15.832576948457813,)
4;58;(15.770632228649024,)
4;59;(11.847722231625568,)
4;60;(16.42084903117388,)
4;61;(2.3525873207828853,)
4;62;(19.03457151389281,)
4;63;(14.16080721194831,)
4;64;(15.186347359259132,)
4;65;(10.978607912922099,)
4;66;(5.703624901222094,)
4;67;(5.533768779543992,)
4;68;(5.105103086628482,)
4;69;(15.04318483232455,)
4;70;(0.034463184630664445,)
4;71;(1.655358860957786,)
4;72;(13.173247881766667,)
4;73;(11.673168613370764,)
4;74;(9.854892099979136,)
4;75;(18.181763557551804,)
4;76;(7.706509626247936,)
4;77;(-6.594261513240296,)
4;78;(13.946915566186846,)
4;79;(12.8642205782516,)
4;80;(0.735078123168668,)
4;81;(8.567548807424746,)
4;82;(-9.795375500240368,)
4;83;(-5.001217921738536,)
4;84;(-3.4598291205732368,)
4;85;(-42.178458185513364,)
4;86;(5.857425448912381,)
4;87;(8.656564329335062,)
4;88;(7.880397585429543,)
4;89;(14.970592918523957,)
4;90;(6.663489076549409,)
4;91;(7.453993318556043,)
4;92;(9.055895230553197,)
4;93;(14.174281718098737,)
4;94;(2.896445675130231,)
4;95;(4.493025048379739,)
4;96;(16.62778871381314,)
4;97;(5.707778841387505,)
4;98;(8.49571215597231,)
4;99;(15.227697105947533,)
4;100;(-93.03866437789253,)
4;101;(13.950933654990541,)
4;102;(14.119401608967122,)
4;103;(16.60910783189152,)
4;104;(12.78432093122153,)
4;105;(10.435145054130526,)
4;106;(18.97261047378492,)
4;107;(18.138283527695528,)
4;108;(5.505562219469357,)
4;109;(12.479128609453756,)
4;110;(17.670871759537874,)
4;111;(16.90352551821231,)
4;112;(18.20616419153794,)
4;113;(11.819456390066774,)
4;114;(17.285193842496316,)
4;115;(8.623291925088012,)
4;116;(7.824371278609737,)
4;117;(13.842178669868638,)
4;118;(18.996014118735133,)
4;119;(19.00572835159893,)
5;0;(19.025221723207615,)
5;1;(19.025221723207615,)
5;2;(5.927677656343967,)
5;3;(-3.8506336178827136,)
5;4;(17.673215195790945,)
5;5;(14.934511320290119,)
5;6;(6.0819819063765745,)
5;7;(18.423292398481248,)
5;8;(2.681082997886601,)
5;9;(-11.259879837329592,)
5;10;(16.5576472421709,)
5;11;(18.9293990983218,)
5;12;(18.713543034542102,)
5;13;(7.136118438314197,)
5;14;(19.088268755716097,)
5;15;(-69.881400420712,)
5;16;(9.463608617056284,)
5;17;(4.764224543913994,)
5;18;(15.65540521377,)
5;19;(18.06607652775551,)
5;20;(-25.2306048289745,)
5;21;(11.746952187520426,)
5;22;(16.272514050754065,)
5;23;(11.425435519849385,)
5;24;(18.804491215418594,)
5;25;(10.975575693792944,)
5;26;(18.181763557551804,)
5;27;(3.9351917817349302,)
5;28;(19.16222479151739,)
5;29;(7.617856893940234,)
5;30;(15.982413211863777,)
5;31;(8.473477813499795,)
5;32;(-0.881463060628612,)
5;33;(17.285193842496316,)
5;34;(-4.098663472768057,)
5;35;(8.560103945777843,)
5;36;(5.350280874059107,)
5;37;(18.138283527695528,)
5;38;(18.923393760768818,)
5;39;(18.170068310602957,)
5;40;(-7.495276972698849,)
5;41;(12.366133243340885,)
5;42;(16.631529831935516,)
5;43;(-11.77770428123399,)
5;44;(17.009460671857948,)
5;45;(-2.032818903024248,)
5;46;(18.181763557551804,)
5;47;(12.769478638951977,)
5;48;(16.3094060793016,)
5;49;(13.665061784940491,)
5;50;(18.61904191716555,)
5;51;(-1.078070705208988,)
5;52;(7.4182524213540155,)
5;53;(19.415089878738698,)
5;54;(13.8994921375307,)
5;55;(6.878899897408517,)
5;56;(8.433896805479845,)
5;57;(5.303665301444907,)
5;58;(4.815929452445243,)
5;59;(-2.766487551492999,)
5;60;(6.0834337563708125,)
5;61;(12.18536415852556,)
5;62;(17.957317888250937,)
5;63;(15.696816660048663,)
5;64;(19.025221723207615,)
5;65;(-2.2720831142838174,)
5;66;(17.366579397286237,)
5;67;(6.058317944988286,)
5;68;(18.181763557551804,)
5;69;(3.775696091623922,)
5;70;(-3.0564667850470437,)
5;71;(14.654723108467127,)
5;72;(15.742234044673038,)
5;73;(15.082357579848104,)
5;74;(15.542772886813534,)
5;75;(16.782504981129993,)
5;76;(19.324140138716018,)
5;77;(15.117705135717555,)
5;78;(-169.26165978069406,)
5;79;(1.0864359598107498,)
5;80;(16.892633102530112,)
5;81;(18.184504509258957,)
5;82;(2.460169076515793,)
5;83;(12.228287813289628,)
5;84;(-1.0049735819440682,)
5;85;(12.128020486649573,)
5;86;(6.433928838679298,)
5;87;(17.162923561565467,)
5;88;(18.61398817832956,)
5;89;(4.345118935926303,)
5;90;(11.125619095966382,)
5;91;(15.372467550485595,)
5;92;(12.753701292283717,)
5;93;(6.11811813366689,)
5;94;(13.22204710188327,)
5;95;(18.39277392889642,)
5;96;(11.480824446459328,)
5;97;(10.367014495230253,)
5;98;(17.95066876210097,)
5;99;(-1.9955205615272438,)
5;100;(9.803850456657567,)
5;101;(15.815879634565912,)
5;102;(13.921635899145407,)
5;103;(17.28041503327494,)
5;104;(15.670097667988303,)
5;105;(2.6282446982521,)
5;106;(-0.7030083570162788,)
5;107;(13.52657674444009,)
5;108;(11.17000931400274,)
5;109;(-1.672896246678306,)
5;110;(17.83747480327083,)
5;111;(11.818657734110886,)
5;112;(19.546012292433566,)
5;113;(18.286104093496473,)
5;114;(9.38934943123427,)
5;115;(18.607999852666897,)
5;116;(18.467638173118914,)
5;117;(-244.59073407356829,)
5;118;(-9.708988429763142,)
5;119;(15.816212636558541,)
6;0;(-0.5667899920338864,)
6;1;(10.475599108603447,)
6;2;(16.065312005518578,)
6;3;(1.3182976830604758,)
6;4;(18.181763557551804,)
6;5;(-9.51438927959443,)
6;6;(6.151407606052144,)
6;7;(13.759067638300545,)
6;8;(18.87010142924209,)
6;9;(4.822345403695329,)
6;10;(17.525766565940074,)
6;11;(15.8608430522131,)
6;12;(-34.24537060199924,)
6;13;(18.79266313753854,)
6;14;(18.279520952041672,)
6;15;(-8.731341030107094,)
6;16;(-1.3474702134227279,)
6;17;(19.347605931739974,)
6;18;(18.035578060952925,)
6;19;(18.18575147035751,)
6;20;(-4.505089839489822,)
6;21;(-11.945145054464593,)
6;22;(12.012202995097034,)
6;23;(19.30330938871304,)
6;24;(17.552399814140767,)
6;25;(5.416197993657369,)
6;26;(3.9321568182080906,)
6;27;(18.848533800122066,)
6;28;(6.015467985305394,)
6;29;(18.181763557551804,)
6;30;(2.061075931661673,)
6;31;(2.904485333045801,)
6;32;(18.637624979300792,)
6;33;(18.046732284118406,)
6;34;(-0.6216068576789415,)
6;35;(18.957284865359963,)
6;36;(13.75980510722866,)
6;37;(13.140356688832151,)
6;38;(16.854785343142094,)
6;39;(-0.8093397019177306,)
6;40;(14.231050198059497,)
6;41;(12.712706655629173,)
6;42;(13.882116679296686,)
6;43;(12.109143339105232,)
6;44;(15.906147778065664,)
6;45;(15.742998942961504,)
6;46;(-92.21011439977258,)
6;47;(18.607999852666897,)
6;48;(4.538359307472499,)
6;49;(19.324140138716018,)
6;50;(19.40955056385043,)
6;51;(19.311987699969624,)
6;52;(-2.367932122161071,)
6;53;(18.422461006644888,)
6;54;(0.3218426371783165,)
6;55;(-8.380812381478794,)
6;56;(18.996014118735133,)
6;57;(7.751894761088737,)
6;58;(5.858517363398759,)
6;59;(-0.052878120452594546,)
6;60;(17.396045927529084,)
6;61;(15.512636379710994,)
6;62;(18.700025461742317,)
6;63;(18.25135684053023,)
6;64;(19.025221723207615,)
6;65;(10.651544378513865,)
6;66;(2.962939553964055,)
6;67;(16.89383399389945,)
6;68;(14.989477374881123,)
6;69;(15.846134417601716,)
6;70;(18.429027722382482,)
6;71;(6.156128902271396,)
6;72;(13.991056864254654,)
6;73;(18.753903928568942,)
6;74;(15.469590024385544,)
6;75;(-6.8417388625125515,)
6;76;(13.622817276441722,)
6;77;(16.599513725447512,)
6;78;(19.324140138716018,)
6;79;(14.549624011171332,)
6;80;(15.447383477379748,)
6;81;(18.45608091204022,)
6;82;(14.518204433409466,)
6;83;(18.519685971526794,)
6;84;(15.870593165885463,)
6;85;(18.967746632334297,)
6;86;(18.85606468721481,)
6;87;(17.226635453445283,)
6;88;(18.806118286868514,)
6;89;(13.815305100180424,)
6;90;(17.167283277914997,)
6;91;(15.889604527343877,)
6;92;(17.082781749210643,)
6;93;(18.156776777786312,)
6;94;(16.607471557278952,)
6;95;(2.226510482842076,)
6;96;(19.00572835159893,)
6;97;(-4.387916098804503,)
6;98;(19.324140138716018,)
6;99;(18.901238453903844,)
6;100;(18.429485488673176,)
6;101;(17.61607466431245,)
6;102;(18.275904078734754,)
6;103;(5.39609597356676,)
6;104;(8.104136205885771,)
6;105;(16.93315852960214,)
6;106;(-149.4806808475355,)
6;107;(19.025221723207615,)
6;108;(19.082637572177006,)
6;109;(5.4426137629568885,)
6;110;(13.923250239909093,)
6;111;(15.7407057592679,)
6;112;(-6.092556188109016,)
6;113;(9.405489408040383,)
6;114;(19.197168824732767,)
6;115;(19.016283790816416,)
6;116;(13.451839781138112,)
6;117;(3.3342130240347787,)
6;118;(3.3093415606090346,)
6;119;(-8.068646561495774,)
7;0;(15.253088741685902,)
7;1;(16.848166938886585,)
7;2;(16.221730749926955,)
7;3;(17.36099454925963,)
7;4;(-2.001229925580789,)
7;5;(18.131104135908558,)
7;6;(18.880991692168653,)
7;7;(18.665088314518233,)
7;8;(17.097744286592143,)
7;9;(16.309081589054923,)
7;10;(11.053739391823843,)
7;11;(16.84914621709972,)
7;12;(18.85073481833568,)
7;13;(13.341453033798466,)
7;14;(19.049617076796707,)
7;15;(16.916092797660596,)
7;16;(5.03586641588888,)
7;17;(2.2989399768801535,)
7;18;(15.356188424883856,)
7;19;(10.90398964911904,)
7;20;(17.93132819777817,)
7;21;(7.697274915491159,)
7;22;(19.03457151389281,)
7;23;(14.299143571090118,)
7;24;(19.219429093007065,)
7;25;(13.778205579192122,)
7;26;(18.953030317646334,)
7;27;(8.981378851883969,)
7;28;(18.996014118735133,)
7;29;(18.700025461742317,)
7;30;(2.5660123076519175,)
7;31;(-3.839949691660677,)
7;32;(17.63791135386441,)
7;33;(18.866865125259146,)
7;34;(13.800102140396653,)
7;35;(18.194156147747655,)
7;36;(18.474721557116485,)
7;37;(16.54634437539086,)
7;38;(18.646162158432464,)
7;39;(18.912800396704256,)
7;40;(17.645662387576795,)
7;41;(15.931071086459612,)
7;42;(15.9115952239029,)
7;43;(19.324140138716018,)
7;44;(15.691878715205114,)
7;45;(15.304223992196647,)
7;46;(11.260388223898438,)
7;47;(8.111392505142014,)
7;48;(12.891646203912371,)
7;49;(8.086183640565483,)
7;50;(18.821480280632457,)
7;51;(-143.52390459313548,)
7;52;(-8.659584394980048,)
7;53;(2.270451283424147,)
7;54;(13.134971399851906,)
7;55;(-0.13428937955383935,)
7;56;(18.86309280997689,)
7;57;(17.687752388425142,)
7;58;(17.73120831979162,)
7;59;(19.002560599368792,)
7;60;(15.259007704701238,)
7;61;(16.09536710270796,)
7;62;(17.94891206187942,)
