Time,Universal_Angle_1_0,Universal_Angle_2_0,Universal_Angle_1_1,Universal_Angle_2_1,Universal_Angle_1_2,Universal_Angle_2_2,Universal_Angle_1_3,Universal_Angle_2_3,Universal_Angle_1_4,Universal_Angle_2_4,Universal_Angle_1_5,Universal_Angle_2_5,Universal_Angle_1_6,Universal_Angle_2_6,Universal_Angle_1_7,Universal_Angle_2_7
3.74,-7.06789929214e-17,0.0784652003742,-7.06789929214e-17,0.0593609262908,-1.41357985843e-16,0.0919856671154,-0.0,0.15752607408,-0.0,-0.221673348431,-1.41357985843e-16,-0.162048725723,-2.12036978764e-16,-0.096568161816,-1.41357985843e-16,-0.0629930752111
4.22,-7.06789929214e-17,0.214819881836,-7.06789929214e-17,0.243883970689,-7.06789929214e-17,0.220053467523,-0.0,0.155753401925,-1.41357985843e-16,-0.0850589950876,-7.06789929214e-17,-0.150279775953,-1.06018489382e-16,-0.213397992967,-7.06789929214e-17,-0.238198291675
4.8,-7.06789929214e-17,0.0640706347327,-1.41357985843e-16,0.069634497504,-7.06789929214e-17,0.120544385301,-7.06789929214e-17,0.187019619835,-0.0,-0.238078705574,-7.06789929214e-17,-0.195011942035,-7.06789929214e-17,-0.127301503458,-7.06789929214e-17,-0.0741192371864
7.84,-7.06789929214e-17,0.0610825158389,-7.06789929214e-17,0.0828570310762,-1.41357985843e-16,0.142151232393,-7.06789929214e-17,0.204076318524,-0.0,-0.242252297227,-0.0,-0.213759619329,-1.41357985843e-16,-0.149863430568,-7.06789929214e-17,-0.0876104180558
9.8,-1.76697482304e-16,0.0640703764352,-1.41357985843e-16,0.0696338147271,-7.06789929214e-17,0.120542778594,-1.41357985843e-16,0.18701701965,-1.41357985843e-16,-0.238081267992,-0.0,-0.195014871416,-0.0,-0.127303981136,-0.0,-0.0741202589557
3.28,-7.06789929214e-17,0.232702478626,-0.0,0.237032014966,-0.0,0.192380039018,-7.06789929214e-17,0.124101194035,-1.41357985843e-16,-0.0655627788693,-7.06789929214e-17,-0.116072652361,-0.0,-0.184409090396,-7.06789929214e-17,-0.231091339715
3.84,-1.41357985843e-16,0.0610827140649,-7.06789929214e-17,0.0828580077078,-1.41357985843e-16,0.142154052083,-0.0,0.204081607617,-7.06789929214e-17,-0.242245633924,-0.0,-0.213756939725,-7.06789929214e-17,-0.149858756594,-7.06789929214e-17,-0.0876085722237
6.9,-2.12036978764e-16,0.0670092232582,-1.41357985843e-16,0.110274870239,-0.0,0.175178582808,-1.41357985843e-16,0.223181996787,-1.41357985843e-16,-0.237448483767,-0.0,-0.234132051865,-1.41357985843e-16,-0.18333421346,-0.0,-0.114864007319
2.22,-7.06789929214e-17,0.214820711725,-0.0,0.243889479468,-0.0,0.220064824863,-7.06789929214e-17,0.15576732326,-7.06789929214e-17,-0.0850467857895,-7.06789929214e-17,-0.150275338564,-0.0,-0.213400789295,-7.06789929214e-17,-0.238201642982
2.82,-7.06789929214e-17,0.0618847097519,-7.06789929214e-17,0.0756618749628,-7.06789929214e-17,0.131195219935,-7.06789929214e-17,0.195900063092,-7.06789929214e-17,-0.240854443754,-0.0,-0.204820998772,-7.06789929214e-17,-0.138487849158,-0.0,-0.0803145356154
7.48,-0.0,0.206481829495,-0.0,0.14377162802,-7.06789929214e-17,0.0857477040391,-0.0,0.0668415973583,-7.06789929214e-17,-0.0882596487435,-0.0,-0.0579818793817,-0.0,-0.0801701431377,-0.0,-0.141792839871
8.86,-7.06789929214e-17,0.061677803241,-0.0,0.0911083433303,-0.0,0.15324054355,-7.06789929214e-17,0.211410232573,-7.06789929214e-17,-0.242117739851,-7.06789929214e-17,-0.221717843981,-1.41357985843e-16,-0.16124995698,-1.41357985843e-16,-0.0958888876092
5.38,-0.0,0.235931978186,-1.41357985843e-16,0.199346758896,-7.06789929214e-17,0.135418983728,-1.41357985843e-16,0.0817215951,-7.06789929214e-17,-0.0599411406702,-7.06789929214e-17,-0.0719868270245,-1.06018489382e-16,-0.127834243131,-0.0,-0.195018135119
0.84,-7.06789929214e-17,0.0610755442598,-1.41357985843e-16,0.0828475728614,-7.06789929214e-17,0.142123501913,-0.0,0.204052347411,-1.41357985843e-16,-0.242272180791,-1.41357985843e-16,-0.21376863938,-7.06789929214e-17,-0.149862609864,-0.0,-0.0876047546611
2.52,-7.06789929214e-17,0.187791855885,-1.41357985843e-16,0.121323505181,-7.06789929214e-17,0.0724123732299,-0.0,0.0701949560913,-0.0,-0.107014336864,-1.41357985843e-16,-0.0625300446232,-7.06789929214e-17,-0.0679460058501,-1.41357985843e-16,-0.120229706052
0.42,-1.41357985843e-16,0.227656803739,-0.0,0.179261707526,-7.06789929214e-17,0.113860188055,-7.06789929214e-17,0.0728663042018,-0.0,-0.064742807397,-7.06789929214e-17,-0.0600932749921,-7.06789929214e-17,-0.104913007163,-0.0,-0.173766622853
4.44,-7.06789929214e-17,0.221688609782,-0.0,0.16680707306,-1.41357985843e-16,0.103350308047,-7.06789929214e-17,0.0688581079356,-7.06789929214e-17,-0.0733057395123,-1.41357985843e-16,-0.0593359266523,-7.06789929214e-17,-0.0968294128082,-7.06789929214e-17,-0.163890973592
8.14,-1.41357985843e-16,0.177176134751,-1.41357985843e-16,0.231850331827,-1.41357985843e-16,0.240245574889,-0.0,0.195349557253,-2.12036978764e-16,-0.124785400396,-1.41357985843e-16,-0.194916944806,-1.41357985843e-16,-0.237425131249,-1.41357985843e-16,-0.228670602291
5.3,-7.06789929214e-17,0.236121135393,-0.0,0.231843988059,-7.06789929214e-17,0.181547291759,-1.41357985843e-16,0.114126661382,-0.0,-0.0616320620248,-1.76697482304e-16,-0.105530960713,-1.41357985843e-16,-0.173448096779,-0.0,-0.226070136094
9.08,-0.0,0.14385685659,-0.0,0.208902928189,-1.41357985843e-16,0.240300067658,-0.0,0.217691894823,-7.06789929214e-17,-0.15945739384,-1.76697482304e-16,-0.221567517286,-0.0,-0.241288115142,-1.41357985843e-16,-0.20825353296
1.2,-7.06789929214e-17,0.206627316837,-1.41357985843e-16,0.243123607424,-2.82715971686e-16,0.227144124279,-7.06789929214e-17,0.166305020896,-7.06789929214e-17,-0.0937604038188,-1.76697482304e-16,-0.161895556997,-7.06789929214e-17,-0.221211923745,-0.0,-0.238033662713
6.54,-1.41357985843e-16,0.177482109184,-0.0,0.110717423401,-0.0,0.0675643914063,-1.41357985843e-16,0.0737950973648,-1.41357985843e-16,-0.117468996277,-1.41357985843e-16,-0.0667240510405,-1.41357985843e-16,-0.063737601714,-1.41357985843e-16,-0.110071696619
4.38,-7.06789929214e-17,0.235933074196,-1.41357985843e-16,0.199349137712,-7.06789929214e-17,0.135421608558,-1.41357985843e-16,0.0817241482559,-0.0,-0.0599379893068,-7.06789929214e-17,-0.0719847871954,-0.0,-0.127833493322,-7.06789929214e-17,-0.195018250072
7.12,-7.06789929214e-17,0.166266275192,-7.06789929214e-17,0.225347893882,-0.0,0.241729119001,-0.0,0.203711165788,-0.0,-0.13617294212,-1.41357985843e-16,-0.204711672289,-1.41357985843e-16,-0.240141663343,-1.41357985843e-16,-0.222977672885
5.02,-0.0,0.111468762128,-7.06789929214e-17,0.177915054299,-1.41357985843e-16,0.227856821401,-1.06018489382e-16,0.230533463565,-7.06789929214e-17,-0.192845509306,-0.0,-0.238217397045,-1.41357985843e-16,-0.232431038566,-7.06789929214e-17,-0.179708124193
1.1,-7.06789929214e-17,0.155094780638,-7.06789929214e-17,0.217651486486,-7.06789929214e-17,0.24175613423,-7.06789929214e-17,0.211223895053,-7.06789929214e-17,-0.147770526663,-1.06018489382e-16,-0.213638928191,-1.76697482304e-16,-0.241442960113,-0.0,-0.216139493399
5.6,-0.0,0.144677880283,-7.06789929214e-17,0.0833276866454,-1.41357985843e-16,0.0609851852454,-1.76697482304e-16,0.0914777478467,-7.06789929214e-17,-0.151210071391,-7.06789929214e-17,-0.0871530694604,-1.41357985843e-16,-0.0594535258065,-1.06018489382e-16,-0.0839807648104
2.58,-0.0,0.155760569636,-7.06789929214e-17,0.0915768307155,-7.06789929214e-17,0.0618566063683,-1.76697482304e-16,0.0845128682093,-7.06789929214e-17,-0.139751090632,-7.06789929214e-17,-0.0792573432684,-0.0,-0.0594643832838,-7.06789929214e-17,-0.091805366988
2.98,-7.06789929214e-17,0.092692149778,-7.06789929214e-17,0.155028243017,-7.06789929214e-17,0.21363867873,-7.06789929214e-17,0.233038719749,-1.41357985843e-16,-0.212008712004,-1.41357985843e-16,-0.242585412729,-7.06789929214e-17,-0.220065442576,-1.41357985843e-16,-0.158125134696
0.8,-7.06789929214e-17,0.0640592930508,-7.06789929214e-17,0.0696150345634,-1.41357985843e-16,0.120486730966,-7.06789929214e-17,0.1869572874,-7.06789929214e-17,-0.238126266251,-7.06789929214e-17,-0.195050028819,-1.41357985843e-16,-0.127317435391,-7.06789929214e-17,-0.074116751356
0.38,-0.0,0.2357417429,-7.06789929214e-17,0.200645259732,-1.41357985843e-16,0.135342376906,-7.06789929214e-17,0.0825950470341,-7.06789929214e-17,-0.0559541569661,-7.06789929214e-17,-0.0688852038439,-0.0,-0.12533237774,-1.41357985843e-16,-0.193514413462
4.66,-7.06789929214e-17,0.112566525441,-7.06789929214e-17,0.065158534633,-0.0,0.0668222917246,-1.41357985843e-16,0.117149372086,-7.06789929214e-17,-0.18489614932,-0.0,-0.116422059319,-0.0,-0.0678744273645,-0.0,-0.0671633421211
7.7,-7.06789929214e-17,0.0937734751394,-1.41357985843e-16,0.0594638778702,-0.0,0.0771714885377,-0.0,0.136963451657,-1.41357985843e-16,-0.204986872584,-1.41357985843e-16,-0.138871350652,-0.0,-0.0800308701356,-1.41357985843e-16,-0.0623297927231
0.88,-0.0,0.0636582795319,-7.06789929214e-17,0.100289124684,-7.06789929214e-17,0.164294554412,-7.06789929214e-17,0.217809718081,-1.41357985843e-16,-0.240507714261,-7.06789929214e-17,-0.228539964093,-7.06789929214e-17,-0.172458043011,-7.06789929214e-17,-0.10501495544
9.52,-0.0,0.187784457548,-0.0,0.121310459989,-0.0,0.0724015761563,-0.0,0.0701896174556,-1.06018489382e-16,-0.107015529262,-0.0,-0.0624152174368,-1.76697482304e-16,-0.0679440405045,-7.06789929214e-17,-0.120228533817
6.18,-0.0,0.197521944964,-7.06789929214e-17,0.240818930655,-7.06789929214e-17,0.23289823035,-1.76697482304e-16,0.176489770698,-7.06789929214e-17,-0.103420600279,-0.0,-0.173342748728,-7.06789929214e-17,-0.227885076253,-7.06789929214e-17,-0.236257544098
2.06,-7.06789929214e-17,0.132715769773,-0.0,0.199249315934,-2.12036978764e-16,0.237467427294,-0.0,0.22314285191,-7.06789929214e-17,-0.170966485404,-1.41357985843e-16,-0.228373243336,-7.06789929214e-17,-0.239720739826,-0.0,-0.199461756397
5.52,-7.06789929214e-17,0.18778615446,-1.41357985843e-16,0.121313773033,-1.76697482304e-16,0.0724053038949,-7.06789929214e-17,0.0701934346503,-7.06789929214e-17,-0.107011273522,-7.06789929214e-17,-0.0624116826347,-7.06789929214e-17,-0.0679418588859,-1.41357985843e-16,-0.120227920952
6.76,-0.0,0.0724276700851,-3.53394964607e-17,0.0614223420698,-1.41357985843e-16,0.100789970864,-0.0,0.167686455044,-0.0,-0.228407250322,-7.06789929214e-17,-0.173452539618,-7.06789929214e-17,-0.106176496537,-7.06789929214e-17,-0.065390108033
8.58,-1.41357985843e-16,0.155757314848,-1.41357985843e-16,0.0915743843354,-1.41357985843e-16,0.0618589397622,-1.06018489382e-16,0.0845187290204,-1.41357985843e-16,-0.139746297111,-7.06789929214e-17,-0.0791967286092,-7.06789929214e-17,-0.0594633761143,-7.06789929214e-17,-0.091805250434
5.24,-0.0,0.22196827872,-0.0,0.243107786664,-7.06789929214e-17,0.21180061253,-1.76697482304e-16,0.145086844997,-0.0,-0.0773766168663,-7.06789929214e-17,-0.138635326533,-0.0,-0.20454403391,-7.06789929214e-17,-0.23719931546
5.68,-7.06789929214e-17,0.102804063323,-7.06789929214e-17,0.0616273791308,-0.0,0.0713932820108,-7.06789929214e-17,0.126885929203,-1.41357985843e-16,-0.195290333495,-0.0,-0.127466035665,-1.41357985843e-16,-0.0733496542588,-1.41357985843e-16,-0.0640700018915
9.74,-7.06789929214e-17,0.0784639650161,-7.06789929214e-17,0.0593582898638,-7.06789929214e-17,0.0919817450695,-0.0,0.157520379764,-7.06789929214e-17,-0.22167992359,-1.41357985843e-16,-0.162046240913,-0.0,-0.0965734360326,-1.41357985843e-16,-0.0629950478723
5.7,-7.06789929214e-17,0.0937739340832,-7.06789929214e-17,0.0594647729689,-0.0,0.0771727887231,-0.0,0.136964883853,-0.0,-0.204985274387,-7.06789929214e-17,-0.138869703589,-1.41357985843e-16,-0.0800296586559,-1.41357985843e-16,-0.0623293243846
0.72,-0.0,0.0855913032715,-7.06789929214e-17,0.0586567323725,-0.0,0.0839242076898,-7.06789929214e-17,0.147066484536,-0.0,-0.21394387614,-0.0,-0.150551113826,-7.06789929214e-17,-0.0878556065254,-7.06789929214e-17,-0.0619660571134
0.34,-0.0,0.238111947214,-0.0,0.218411417074,-7.06789929214e-17,0.156703716189,-0.0,0.0958542617839,-0.0,-0.0525992568709,-7.06789929214e-17,-0.0822425956252,-1.41357985843e-16,-0.146681038732,-7.06789929214e-17,-0.210068769177
4.3,-1.41357985843e-16,0.236121967857,-7.06789929214e-17,0.231846368124,-1.41357985843e-16,0.181550589769,-7.06789929214e-17,0.114130188719,-1.06018489382e-16,-0.0616286142489,-7.06789929214e-17,-0.10552893266,-0.0,-0.173447906144,-3.53394964607e-17,-0.226070626697
7.34,-0.0,0.238821096856,-1.41357985843e-16,0.217678328899,-7.06789929214e-17,0.158633758513,-7.06789929214e-17,0.0961081544195,-7.06789929214e-17,-0.0578944626189,-7.06789929214e-17,-0.0867612303929,-0.0,-0.150636652271,-7.06789929214e-17,-0.212512815994
1.22,-0.0,0.214821213075,-7.06789929214e-17,0.243893718808,-3.53394964607e-17,0.220073550865,-1.41357985843e-16,0.155778168653,-7.06789929214e-17,-0.0850371453756,-1.41357985843e-16,-0.150272199598,-1.41357985843e-16,-0.213404068696,-0.0,-0.23820493629
8.8,-1.76697482304e-16,0.0640704180483,-7.06789929214e-17,0.0696339402497,-1.41357985843e-16,0.120543031185,-0.0,0.187017377408,-7.06789929214e-17,-0.238080914632,-7.06789929214e-17,-0.195014554063,-0.0,-0.127303758115,-7.06789929214e-17,-0.07412017623
3.54,-1.41357985843e-16,0.1774847846,-1.41357985843e-16,0.110720598907,-7.06789929214e-17,0.0675639131674,-1.76697482304e-16,0.0737897896647,-1.41357985843e-16,-0.117477239081,-7.06789929214e-17,-0.0668233420593,-1.41357985843e-16,-0.0637434993271,-7.06789929214e-17,-0.110073824501
7.92,-1.41357985843e-16,0.0716659731331,-0.0,0.120902460167,-1.41357985843e-16,0.185700558372,-0.0,0.227443142909,-7.06789929214e-17,-0.232986840211,-0.0,-0.238390006675,-0.0,-0.193681859022,-1.41357985843e-16,-0.125260901066
9.96,-1.41357985843e-16,0.0846082476599,-7.06789929214e-17,0.143451717716,-7.06789929214e-17,0.205074596513,-0.0,0.232399061794,-1.41357985843e-16,-0.220183990972,-0.0,-0.242609878323,-7.06789929214e-17,-0.212206463975,-1.41357985843e-16,-0.147066731369
0.92,-7.06789929214e-17,0.0716618470422,-7.06789929214e-17,0.120899413382,-7.06789929214e-17,0.185699905082,-7.06789929214e-17,0.227455114497,-1.41357985843e-16,-0.232975072058,-1.41357985843e-16,-0.238378183261,-1.41357985843e-16,-0.193670644031,-0.0,-0.12525425053
6.4,-0.0,0.232446149529,-7.06789929214e-17,0.18900054006,-7.06789929214e-17,0.12417893982,-1.41357985843e-16,0.0761804549467,-1.41357985843e-16,-0.0630790765115,-0.0,-0.0664199859583,-7.06789929214e-17,-0.116902367084,-7.06789929214e-17,-0.185137013371
2.88,-1.41357985843e-16,0.0636624227667,-0.0,0.100292880043,-1.06018489382e-16,0.164306600705,-7.06789929214e-17,0.217816709847,-1.41357985843e-16,-0.2405027753,-1.41357985843e-16,-0.228542701247,-7.06789929214e-17,-0.172462100369,-7.06789929214e-17,-0.105019605774
0.04,-7.06789929214e-17,0.0518412072768,-7.06789929214e-17,0.0506265564176,-7.06789929214e-17,-0.0159375564222,-7.06789929214e-17,0.0719275796787,-1.06018489382e-16,-0.0470323465801,-1.41357985843e-16,-0.0248852374765,-1.41357985843e-16,-0.0253698775917,-0.0,-0.0760016675289
6.98,-7.06789929214e-17,0.0926938840564,-1.41357985843e-16,0.15503077452,-0.0,0.213637258865,-1.06018489382e-16,0.233032459951,-1.76697482304e-16,-0.212012130014,-1.41357985843e-16,-0.242584802599,-7.06789929214e-17,-0.220065474972,-0.0,-0.158125628097
5.74,-1.41357985843e-16,0.0784644482155,-7.06789929214e-17,0.0593593529949,-1.41357985843e-16,0.0919834905465,-0.0,0.157522537647,-7.06789929214e-17,-0.221677638784,-7.06789929214e-17,-0.162043896006,-7.06789929214e-17,-0.0965716888381,-7.06789929214e-17,-0.0629943732354
1.36,-7.06789929214e-17,0.238077660468,-1.41357985843e-16,0.208977228571,-1.41357985843e-16,0.146985522817,-1.06018489382e-16,0.0884181009732,-2.12036978764e-16,-0.0581793649836,-7.06789929214e-17,-0.0787892179052,-7.06789929214e-17,-0.139136851714,-0.0,-0.204195355857
9.36,-7.06789929214e-17,0.238067872301,-7.06789929214e-17,0.208955809969,-7.06789929214e-17,0.146962509837,-1.41357985843e-16,0.0883962245778,-1.41357985843e-16,-0.0582077868573,-7.06789929214e-17,-0.0788063330189,-7.06789929214e-17,-0.139141324417,-7.06789929214e-17,-0.204192838543
5.46,-7.06789929214e-17,0.214586836407,-3.53394964607e-17,0.155304983208,-7.06789929214e-17,0.094074594484,-1.76697482304e-16,0.0671743109633,-7.06789929214e-17,-0.080243805672,-7.06789929214e-17,-0.0579306956036,-1.41357985843e-16,-0.0880033879307,-0.0,-0.15286186857
0.64,-7.06789929214e-17,0.122862150041,-7.06789929214e-17,0.0699561513723,-1.41357985843e-16,0.0632943270139,-0.0,0.107673035875,-1.41357985843e-16,-0.174055496984,-1.41357985843e-16,-0.105986583865,-1.41357985843e-16,-0.0637123828449,-1.41357985843e-16,-0.0715287262624
0.3,-0.0,0.234247306652,-7.06789929214e-17,0.230557011897,-0.0,0.175150484164,-1.41357985843e-16,0.110786985485,-7.06789929214e-17,-0.0548133833962,-1.41357985843e-16,-0.0988440994373,-0.0,-0.166988124116,-0.0,-0.222012824477
4.02,-1.06018489382e-16,0.111468242554,-0.0,0.177914455856,-1.41357985843e-16,0.227857668221,-1.06018489382e-16,0.230535831267,-7.06789929214e-17,-0.192844014088,-1.41357985843e-16,-0.238217850479,-1.41357985843e-16,-0.232431422305,-7.06789929214e-17,-0.179708180645
5.34,-7.06789929214e-17,0.238822258596,-0.0,0.217681259449,-1.41357985843e-16,0.158637494157,-7.06789929214e-17,0.0961120141116,-0.0,-0.0578897937692,-7.06789929214e-17,-0.0867586337873,-0.0,-0.15063592109,-1.76697482304e-16,-0.212513075575
8.08,-7.06789929214e-17,0.143856806646,-7.06789929214e-17,0.208903011468,-7.06789929214e-17,0.240300594897,-1.41357985843e-16,0.217692801289,-7.06789929214e-17,-0.159456598957,-1.76697482304e-16,-0.221567133822,-0.0,-0.241288057017,-7.06789929214e-17,-0.208253537364
7.56,-7.06789929214e-17,0.166750719373,-1.06018489382e-16,0.100755515055,-1.41357985843e-16,0.0640347208239,-0.0,0.0785986242965,-0.0,-0.128436543781,-7.06789929214e-17,-0.0723485961247,-7.06789929214e-17,-0.060897218886,-7.06789929214e-17,-0.100547674252
9.24,-0.0,0.221967407109,-7.06789929214e-17,0.243104146592,-1.41357985843e-16,0.211794031413,-7.06789929214e-17,0.14507896535,-1.41357985843e-16,-0.0773838246985,-1.76697482304e-16,-0.138639143396,-1.41357985843e-16,-0.204544176735,-0.0,-0.237198443497
1.9,-7.06789929214e-17,0.0670074137925,-7.06789929214e-17,0.110271653087,-0.0,0.175178638395,-7.06789929214e-17,0.223187583945,-1.41357985843e-16,-0.237444796627,-1.41357985843e-16,-0.234130080787,-7.06789929214e-17,-0.18332925213,-7.06789929214e-17,-0.114861309745
3.3,-7.06789929214e-17,0.236123169888,-7.06789929214e-17,0.231849749565,-0.0,0.181555157957,-1.76697482304e-16,0.114134990373,-7.06789929214e-17,-0.0616238814258,-7.06789929214e-17,-0.105526186962,-7.06789929214e-17,-0.173447816313,-1.41357985843e-16,-0.226071444316
6.04,-0.0,0.12186568618,-1.41357985843e-16,0.188866407399,-1.06018489382e-16,0.233286075866,-0.0,0.227426399233,-1.41357985843e-16,-0.182164473121,-1.41357985843e-16,-0.233948673196,-1.76697482304e-16,-0.236745677742,-7.06789929214e-17,-0.189894039852
6.62,-1.41357985843e-16,0.133666498734,-7.06789929214e-17,0.0760878231167,-0.0,0.0615703094472,-7.06789929214e-17,0.099301453317,-1.41357985843e-16,-0.162684332369,-7.06789929214e-17,-0.0961080849645,-7.06789929214e-17,-0.0608716579342,-7.06789929214e-17,-0.0771976274281
