generation;index;fitness
4;100;(22.006346513310262,)
4;101;(18.541002800860042,)
4;102;(21.79088259918713,)
4;103;(21.30044532371896,)
4;104;(19.56425313193069,)
4;105;(22.25823277902763,)
4;106;(22.606542980100848,)
4;107;(22.821362200818207,)
4;108;(22.424333697885686,)
4;109;(20.02383906158076,)
4;110;(20.651484407289175,)
4;111;(18.807481981755764,)
4;112;(22.899435256951413,)
4;113;(22.590420060735955,)
4;114;(23.405789474884525,)
4;115;(22.97369577301118,)
4;116;(23.59290068066153,)
4;117;(20.083359355293304,)
4;118;(22.675848859402112,)
4;119;(22.586817255230848,)
5;0;(23.524433375546124,)
5;1;(22.54484744834159,)
5;2;(23.573481845988304,)
5;3;(22.67717276802776,)
5;4;(20.110519128363848,)
5;5;(22.98890704720233,)
5;6;(23.486842086988457,)
5;7;(22.884691058471454,)
5;8;(23.547754198401087,)
5;9;(22.35289218260875,)
5;10;(23.110696423062684,)
5;11;(23.676354814960497,)
5;12;(21.04991970908415,)
5;13;(23.737713038560884,)
5;14;(13.728970713099475,)
5;15;(20.8462145064124,)
5;16;(22.28243499276511,)
5;17;(20.461526383741337,)
5;18;(23.438860437691883,)
5;19;(22.99804712335332,)
5;20;(22.753218845451368,)
5;21;(21.833562803198152,)
5;22;(20.620143481456303,)
5;23;(23.35562897533687,)
5;24;(22.744746291377417,)
5;25;(21.6696944473865,)
5;26;(22.565771774094742,)
5;27;(9.436592770477892,)
5;28;(23.051801263199152,)
5;29;(11.88961134345876,)
5;30;(23.244136052513976,)
5;31;(22.746710291194816,)
5;32;(21.727819801816075,)
5;33;(23.510767244479972,)
5;34;(23.006466603300595,)
5;35;(23.431760553879037,)
5;36;(23.639392575661404,)
5;37;(22.18881380171364,)
5;38;(22.91147146436878,)
5;39;(22.832230821421426,)
5;40;(22.724708563573685,)
5;41;(23.2472467351027,)
5;42;(22.546164260773242,)
5;43;(16.940073868191174,)
5;44;(22.122889735059136,)
5;45;(22.869402596089778,)
5;46;(23.4779539805197,)
5;47;(22.63321462962469,)
5;48;(15.244049767317343,)
5;49;(16.60971347890836,)
5;50;(20.916251250878073,)
5;51;(22.10509463662845,)
5;52;(23.093257047082773,)
5;53;(23.045472195557814,)
5;54;(17.56792912612964,)
5;55;(22.065615573375624,)
5;56;(23.012209473234,)
5;57;(22.229914813689085,)
5;58;(22.997379225760557,)
5;59;(21.605408620555217,)
5;60;(22.85063120811578,)
5;61;(22.59038612825712,)
5;62;(23.040293105629736,)
5;63;(23.02340400625885,)
5;64;(22.854283202192946,)
5;65;(19.836326505361335,)
5;66;(15.468619539157281,)
5;67;(23.753156050730645,)
5;68;(23.520534806225925,)
5;69;(17.275015991723713,)
5;70;(22.899757256974098,)
5;71;(22.805483206475962,)
5;72;(22.157677605062098,)
5;73;(23.17625896066136,)
5;74;(22.13243892138076,)
5;75;(22.116470132532335,)
5;76;(23.073745560714833,)
5;77;(22.76118527469864,)
5;78;(20.461807205814956,)
5;79;(23.807030192356283,)
5;80;(21.957939423931762,)
5;81;(11.229557696578032,)
5;82;(22.243411886420198,)
5;83;(22.239365391759428,)
5;84;(14.28503782861093,)
5;85;(22.599486035188832,)
5;86;(23.323558278061554,)
5;87;(23.414039675039103,)
5;88;(8.609895782131446,)
5;89;(23.41409556661975,)
5;90;(17.61170386935734,)
5;91;(23.45354238618472,)
5;92;(23.02165232741546,)
5;93;(23.233813191170725,)
5;94;(23.60206410642184,)
5;95;(15.340805779798615,)
5;96;(23.561592645488922,)
5;97;(22.96432517059254,)
5;98;(22.851290264666673,)
5;99;(23.084170960836964,)
5;100;(22.899435256951413,)
5;101;(23.427581730856474,)
5;102;(22.91984986821961,)
5;103;(17.208187197233627,)
5;104;(23.72610885653683,)
5;105;(21.508036118601794,)
5;106;(23.070958513143026,)
5;107;(18.441403324628865,)
5;108;(22.497704181490086,)
5;109;(22.83560133294032,)
5;110;(22.850824108244993,)
5;111;(23.343038105546928,)
5;112;(22.785202795231974,)
5;113;(14.895541609424422,)
5;114;(21.19274754583906,)
5;115;(22.707944636218578,)
5;116;(19.12581688678165,)
5;117;(23.624431282974694,)
5;118;(23.480447883760313,)
5;119;(21.958665646934275,)
6;0;(23.58672086995331,)
6;1;(20.85631925900814,)
6;2;(23.259974284104544,)
6;3;(22.35906822275288,)
6;4;(23.241443426877275,)
6;5;(23.01685197662947,)
6;6;(23.681045060329808,)
6;7;(21.839967738054984,)
6;8;(22.842463806134575,)
6;9;(22.849465122400055,)
6;10;(20.68278259024752,)
6;11;(23.423016199736928,)
6;12;(22.67620029978717,)
6;13;(23.200907700763057,)
6;14;(23.584266421654995,)
6;15;(9.744734616141638,)
6;16;(22.769828755862147,)
6;17;(11.961807155802925,)
6;18;(23.61960176913696,)
6;19;(23.534864866224186,)
6;20;(23.880711387954378,)
6;21;(18.473524901947265,)
6;22;(23.602535912375785,)
6;23;(23.0380231076211,)
6;24;(22.051201291882336,)
6;25;(23.70019812406926,)
6;26;(23.484831461290813,)
6;27;(23.7089441717321,)
6;28;(16.090751104947586,)
6;29;(23.78930198744319,)
6;30;(23.070958513143026,)
6;31;(23.676354814960497,)
6;32;(22.995999479886166,)
6;33;(23.569811288233282,)
6;34;(16.049744578876247,)
6;35;(23.573481845988304,)
6;36;(23.624431282974694,)
6;37;(19.07962213691386,)
6;38;(22.77318966246802,)
6;39;(23.462237553444403,)
6;40;(23.272781830235893,)
6;41;(23.65352303731474,)
6;42;(22.996291569914675,)
6;43;(22.347617425112013,)
6;44;(22.02933572699513,)
6;45;(22.12379332605674,)
6;46;(16.98546174502247,)
6;47;(20.579470387536507,)
6;48;(23.581510209500873,)
6;49;(23.475521361295897,)
6;50;(15.549097574902383,)
6;51;(23.46729834874864,)
6;52;(21.551927187480455,)
6;53;(22.917848439839055,)
6;54;(22.867165142853892,)
6;55;(21.738139461359076,)
6;56;(23.344246993005303,)
6;57;(23.481509348440163,)
6;58;(22.884896477709063,)
6;59;(23.60206410642184,)
6;60;(21.595865662549507,)
6;61;(23.276446175039368,)
6;62;(12.913713025096964,)
6;63;(23.266638712920283,)
6;64;(17.808264894994547,)
6;65;(22.418931634760284,)
6;66;(14.30822478675994,)
6;67;(23.268163136404404,)
6;68;(22.193341473755698,)
6;69;(23.032878086644672,)
6;70;(9.223016260837115,)
6;71;(22.3233617094511,)
6;72;(13.494142500098729,)
6;73;(23.137332261579054,)
6;74;(23.723702560772445,)
6;75;(23.676354814960497,)
6;76;(17.30841260977478,)
6;77;(23.682930265359495,)
6;78;(21.8508307223683,)
6;79;(17.032205422331245,)
6;80;(14.489539943185614,)
6;81;(23.61112582377582,)
6;82;(21.424648815164034,)
6;83;(22.98101671679781,)
6;84;(23.652706333177655,)
6;85;(22.82307824772084,)
6;86;(21.445550662699617,)
6;87;(23.59290068066153,)
6;88;(23.189263534131793,)
6;89;(23.280319198976887,)
6;90;(22.858071390707515,)
6;91;(23.60554083905739,)
6;92;(23.508135566684707,)
6;93;(23.400242796560022,)
6;94;(23.718220511840112,)
6;95;(23.264141021927664,)
6;96;(23.27617750759419,)
6;97;(17.45825573280487,)
6;98;(22.604263911795613,)
6;99;(23.241055394249678,)
6;100;(20.553022515967076,)
6;101;(23.079739110373723,)
6;102;(23.576079096696592,)
6;103;(22.35622509364034,)
6;104;(23.57708567814253,)
6;105;(23.59531502721559,)
6;106;(22.117240990170636,)
6;107;(23.110696423062684,)
6;108;(23.095099057290376,)
6;109;(23.0942494915368,)
6;110;(17.444202789956726,)
6;111;(16.638348801583035,)
6;112;(23.583128585180358,)
6;113;(23.54359192661378,)
6;114;(16.059703184148972,)
6;115;(23.497219977292154,)
6;116;(17.781399474275553,)
6;117;(23.592909387790073,)
6;118;(23.51431815299169,)
6;119;(23.743461022889953,)
7;0;(23.75288398864079,)
7;1;(17.607176866905572,)
7;2;(23.418855258611327,)
7;3;(22.12891820894152,)
7;4;(19.41393192105437,)
7;5;(21.690953410187465,)
7;6;(23.589298247845726,)
7;7;(23.64433751847486,)
7;8;(23.85605191511519,)
7;9;(22.342097268607283,)
7;10;(23.72819248142994,)
7;11;(23.50896592365718,)
7;12;(14.300659249644298,)
7;13;(23.579125328377188,)
7;14;(23.677067859245824,)
7;15;(23.515189575383815,)
7;16;(23.6400080459886,)
7;17;(20.469247990088775,)
7;18;(22.102882474009267,)
7;19;(22.332694351830508,)
7;20;(23.594840997621255,)
7;21;(23.755237505279695,)
7;22;(22.802304202787738,)
7;23;(22.196409522246775,)
7;24;(23.810086744096882,)
7;25;(23.669948999740605,)
7;26;(14.884725461123928,)
7;27;(23.682378698260052,)
7;28;(23.654010730761044,)
7;29;(22.186375425184735,)
7;30;(23.308918715623907,)
7;31;(23.70433101007359,)
7;32;(23.855118734093068,)
7;33;(23.682849006430807,)
7;34;(17.541396866063675,)
7;35;(20.3400657694312,)
7;36;(23.434660737124577,)
7;37;(23.280408777486606,)
7;38;(23.8078953086114,)
7;39;(23.674009952728063,)
7;40;(21.664071046292804,)
7;41;(23.60206410642184,)
7;42;(23.545090424820394,)
7;43;(18.185780855195347,)
7;44;(14.586812541145262,)
7;45;(23.63873278602985,)
7;46;(13.275567783273479,)
7;47;(23.672320519411578,)
7;48;(23.613967219574633,)
7;49;(21.480909159981152,)
7;50;(23.3451447928236,)
7;51;(10.980995912793741,)
7;52;(23.221748299240787,)
7;53;(23.282395219929477,)
7;54;(22.84941964225887,)
7;55;(22.20626735726345,)
7;56;(20.527385539319813,)
7;57;(15.852670728429997,)
7;58;(22.976476270881015,)
7;59;(23.48197149097679,)
7;60;(23.396952038306686,)
7;61;(23.737210098156392,)
7;62;(23.43392349147921,)
7;63;(23.615577961610867,)
7;64;(23.634393073751877,)
7;65;(23.497219977292154,)
7;66;(22.336123204146826,)
7;67;(21.494059087973014,)
7;68;(23.806596349522522,)
7;69;(23.479455273861376,)
7;70;(23.69745240208004,)
7;71;(22.29692888040521,)
7;72;(23.617832019537694,)
7;73;(23.583128585180358,)
7;74;(23.500444133478133,)
7;75;(23.851888073579865,)
7;76;(23.570782183749692,)
7;77;(23.351776473827357,)
7;78;(23.070958513143026,)
7;79;(23.639392575661404,)
7;80;(22.69330686990889,)
7;81;(23.379998343710856,)
7;82;(12.120897862544446,)
7;83;(23.602296716225297,)
7;84;(23.70706392687837,)
7;85;(23.63832485891365,)
7;86;(22.417944711455004,)
