generation;index;fitness
319;95;(63.12070745499559,)
319;96;(94.60321591493862,)
319;97;(97.1994272731598,)
319;98;(82.4223511530105,)
319;99;(56.88723750160508,)
319;100;(64.91656996242853,)
319;101;(94.473458891398,)
319;102;(95.85787659175942,)
319;103;(85.12103485124766,)
319;104;(96.74968906978063,)
319;105;(97.10722479989855,)
319;106;(97.1994272731598,)
319;107;(76.15626772854938,)
319;108;(97.1994272731598,)
319;109;(97.1994272731598,)
319;110;(95.7114135510119,)
319;111;(90.62626509782316,)
319;112;(97.1994272731598,)
319;113;(88.66199781780627,)
319;114;(97.1994272731598,)
319;115;(80.61130087747068,)
319;116;(96.24463275420376,)
319;117;(54.99437351221641,)
319;118;(97.1994272731598,)
319;119;(97.1994272731598,)
320;0;(67.21306734876168,)
320;1;(97.1994272731598,)
320;2;(83.72661648798093,)
320;3;(89.12972584328725,)
320;4;(53.04046474624105,)
320;5;(94.53721431339866,)
320;6;(89.23432618945719,)
320;7;(97.1994272731598,)
320;8;(94.09345841599523,)
320;9;(97.1994272731598,)
320;10;(90.43544357363737,)
320;11;(42.6578224553792,)
320;12;(97.1994272731598,)
320;13;(84.95540346370295,)
320;14;(7.405834780258332,)
320;15;(97.1994272731598,)
320;16;(97.1994272731598,)
320;17;(97.1994272731598,)
320;18;(17.462609409180303,)
320;19;(42.858832090114305,)
320;20;(96.7461901681373,)
320;21;(97.1994272731598,)
320;22;(97.1994272731598,)
320;23;(58.323163371169045,)
320;24;(70.84140002127504,)
320;25;(97.1994272731598,)
320;26;(86.10710812011055,)
320;27;(82.33449332477291,)
320;28;(94.10208481787429,)
320;29;(94.0590942237183,)
320;30;(51.98288474554104,)
320;31;(52.97547784486545,)
320;32;(73.48804717842123,)
320;33;(74.09455470956003,)
320;34;(53.07202429324926,)
320;35;(75.49922170493392,)
320;36;(64.07756522791252,)
320;37;(97.1994272731598,)
320;38;(97.1994272731598,)
320;39;(61.54911988496901,)
320;40;(55.864889083077706,)
320;41;(93.29450694730512,)
320;42;(97.1994272731598,)
320;43;(73.10458554658038,)
320;44;(97.1994272731598,)
320;45;(96.23716842282667,)
320;46;(96.02991520303334,)
320;47;(94.96847815877602,)
320;48;(81.27674589011997,)
320;49;(43.961187645998194,)
320;50;(46.56928252924973,)
320;51;(91.8576756052857,)
320;52;(89.94027126276126,)
320;53;(91.7355978637319,)
320;54;(82.2605086382988,)
320;55;(97.1994272731598,)
320;56;(93.80049458481079,)
320;57;(97.1994272731598,)
320;58;(72.6901996526098,)
320;59;(97.1994272731598,)
320;60;(97.1994272731598,)
320;61;(97.1994272731598,)
320;62;(97.1994272731598,)
320;63;(97.1994272731598,)
320;64;(89.98165739205304,)
320;65;(70.37009765247832,)
320;66;(97.1994272731598,)
320;67;(53.40501375125431,)
320;68;(96.91327133177568,)
320;69;(81.21464088852778,)
320;70;(96.32571394601905,)
320;71;(97.1994272731598,)
320;72;(72.44519473139465,)
320;73;(97.1994272731598,)
320;74;(97.1994272731598,)
320;75;(97.1994272731598,)
320;76;(43.09376212980807,)
320;77;(84.6055605603018,)
320;78;(97.1994272731598,)
320;79;(88.58279174535926,)
320;80;(55.07822942899719,)
320;81;(86.26048638748085,)
320;82;(70.1805844362923,)
320;83;(97.1994272731598,)
320;84;(94.58508509098705,)
320;85;(97.1994272731598,)
320;86;(97.1994272731598,)
320;87;(94.78156978239362,)
320;88;(97.1994272731598,)
320;89;(19.497452886092,)
320;90;(45.38742067646667,)
320;91;(82.33037050509871,)
320;92;(97.08172912770188,)
320;93;(73.90481434875929,)
320;94;(53.84049505841238,)
320;95;(96.93231086183468,)
320;96;(97.1994272731598,)
320;97;(97.1994272731598,)
320;98;(97.1994272731598,)
320;99;(55.95972949616593,)
320;100;(55.716407071544864,)
320;101;(97.13864134696732,)
320;102;(97.1994272731598,)
320;103;(81.0194025873838,)
320;104;(75.88033070831356,)
320;105;(95.8106553701944,)
320;106;(96.81491759938103,)
320;107;(97.1994272731598,)
320;108;(96.19368119417182,)
320;109;(96.1628616694947,)
320;110;(97.14968876689807,)
320;111;(94.7140449776087,)
320;112;(49.216433372474924,)
320;113;(90.66140253915808,)
320;114;(96.86733904127738,)
320;115;(90.16948017299818,)
320;116;(45.95941158797082,)
320;117;(7.612050401189574,)
320;118;(89.05693741960425,)
320;119;(36.873785501250865,)
321;0;(97.1994272731598,)
321;1;(91.47842402888634,)
321;2;(54.36681811868333,)
321;3;(96.60338910711106,)
321;4;(87.56332747424314,)
321;5;(59.39064064964014,)
321;6;(59.819957717573054,)
321;7;(97.1994272731598,)
321;8;(95.74589198684151,)
321;9;(29.335970421622697,)
321;10;(71.85247539586258,)
321;11;(96.03185748034862,)
321;12;(67.3130683371989,)
321;13;(46.72242718159079,)
321;14;(65.14966535067919,)
321;15;(96.72404417093534,)
321;16;(51.30907716343905,)
321;17;(21.274417824933337,)
321;18;(84.9967441951467,)
321;19;(95.62313445340591,)
321;20;(97.1994272731598,)
321;21;(26.6852599396337,)
321;22;(34.7385042254336,)
321;23;(97.1994272731598,)
321;24;(97.1994272731598,)
321;25;(97.08872398907755,)
321;26;(97.1994272731598,)
321;27;(96.837939065517,)
321;28;(91.14312948062883,)
321;29;(34.85677083898548,)
321;30;(97.1994272731598,)
321;31;(56.44262101244949,)
321;32;(73.95586402943336,)
321;33;(53.91458147934073,)
321;34;(78.62686905399647,)
321;35;(96.51702350201995,)
321;36;(97.18582329012415,)
321;37;(75.6948028613001,)
321;38;(88.25022444905782,)
321;39;(97.1994272731598,)
321;40;(97.1994272731598,)
321;41;(96.67500522901535,)
321;42;(97.1994272731598,)
321;43;(97.1994272731598,)
321;44;(93.43120266299209,)
321;45;(46.142104907225054,)
321;46;(75.0007255218494,)
321;47;(94.20222056420032,)
321;48;(97.1994272731598,)
321;49;(95.43694841393479,)
321;50;(13.95158653242829,)
321;51;(82.19151757319821,)
321;52;(86.07935397205077,)
321;53;(57.53863525410539,)
321;54;(97.1994272731598,)
321;55;(43.91777172177328,)
321;56;(97.1994272731598,)
321;57;(54.737314740282216,)
321;58;(51.70555071464608,)
321;59;(97.1994272731598,)
321;60;(77.28252193452215,)
321;61;(97.1994272731598,)
321;62;(97.1994272731598,)
321;63;(89.3726886302598,)
321;64;(56.29061454978146,)
321;65;(97.1994272731598,)
321;66;(97.1994272731598,)
321;67;(68.35570747953172,)
321;68;(97.1994272731598,)
321;69;(97.1994272731598,)
321;70;(97.1994272731598,)
321;71;(59.35330012296987,)
321;72;(97.1994272731598,)
321;73;(87.78686619454888,)
321;74;(97.1994272731598,)
321;75;(97.1994272731598,)
321;76;(97.1994272731598,)
321;77;(95.91156541921521,)
321;78;(97.1994272731598,)
321;79;(97.1994272731598,)
321;80;(82.30070727317901,)
321;81;(5.347226200333352,)
321;82;(55.60950982145729,)
321;83;(1.45915412395847,)
321;84;(97.1994272731598,)
321;85;(97.1994272731598,)
321;86;(97.14524773196415,)
321;87;(97.1994272731598,)
321;88;(97.1994272731598,)
321;89;(93.62784554519845,)
321;90;(80.11387077947063,)
321;91;(93.44041077185184,)
321;92;(91.02566295106561,)
321;93;(96.92806936313487,)
321;94;(97.1994272731598,)
321;95;(49.67827495818939,)
321;96;(11.026450345116988,)
321;97;(95.07299920592561,)
321;98;(97.1994272731598,)
321;99;(97.1994272731598,)
321;100;(83.45102165847705,)
321;101;(56.43784082746524,)
321;102;(97.00736752010187,)
321;103;(97.1994272731598,)
321;104;(97.09415344532236,)
321;105;(97.1994272731598,)
321;106;(97.1994272731598,)
321;107;(97.1994272731598,)
321;108;(97.1994272731598,)
321;109;(66.94915802339767,)
321;110;(94.11190024897849,)
321;111;(97.1994272731598,)
321;112;(69.29458680775498,)
321;113;(94.57089932915345,)
321;114;(97.1994272731598,)
321;115;(67.84938999610625,)
321;116;(35.9198971898297,)
321;117;(66.85515698869418,)
321;118;(30.503177991830285,)
321;119;(52.820168094822854,)
322;0;(97.1994272731598,)
322;1;(95.11613229664871,)
322;2;(67.90401845594326,)
322;3;(78.81999907870298,)
322;4;(96.32429171135612,)
322;5;(91.16698816244777,)
322;6;(97.04703710990017,)
322;7;(91.4751083836612,)
322;8;(66.96270639970028,)
322;9;(97.1994272731598,)
322;10;(97.1994272731598,)
322;11;(50.692562863701326,)
322;12;(88.1379217274862,)
322;13;(27.600721202278315,)
322;14;(97.1994272731598,)
322;15;(97.1994272731598,)
322;16;(33.15285666671912,)
322;17;(97.1994272731598,)
322;18;(67.35827834916554,)
322;19;(34.086335517610976,)
322;20;(91.2825611455952,)
322;21;(97.1994272731598,)
322;22;(96.92918170089658,)
322;23;(84.58858043625902,)
322;24;(97.1994272731598,)
322;25;(60.95309469138232,)
322;26;(66.85480240964728,)
322;27;(97.1994272731598,)
322;28;(77.10687353653384,)
322;29;(84.63463971426434,)
322;30;(97.1994272731598,)
322;31;(97.1994272731598,)
322;32;(62.93361159507681,)
322;33;(32.85304649735927,)
322;34;(97.1994272731598,)
322;35;(87.34065152257928,)
322;36;(97.1994272731598,)
322;37;(48.283564555474435,)
322;38;(58.06276678158138,)
322;39;(50.16477969096614,)
322;40;(19.90903771515879,)
322;41;(97.1994272731598,)
322;42;(84.11072795016102,)
322;43;(97.1994272731598,)
322;44;(78.4523860007349,)
322;45;(76.20543770477731,)
322;46;(54.267358288320025,)
322;47;(64.68690415632346,)
322;48;(97.1994272731598,)
322;49;(77.02639198814695,)
322;50;(92.00091686647818,)
322;51;(91.90183015127405,)
322;52;(95.06448601435129,)
322;53;(29.272031756436952,)
322;54;(96.46602964913234,)
322;55;(67.62890174701853,)
322;56;(97.1994272731598,)
322;57;(87.72839251895915,)
322;58;(31.874444352679756,)
322;59;(82.8630999298189,)
322;60;(97.13195349936073,)
322;61;(97.1994272731598,)
322;62;(94.03940419601892,)
322;63;(91.55504783498517,)
322;64;(54.60806182566235,)
322;65;(96.86472011003491,)
322;66;(94.80915806273617,)
322;67;(97.1994272731598,)
322;68;(90.10665440784805,)
322;69;(97.1994272731598,)
322;70;(86.45092340721686,)
322;71;(94.11063982465282,)
322;72;(87.16583028635102,)
322;73;(96.95008251653512,)
322;74;(91.50191053522232,)
322;75;(31.178981690597052,)
322;76;(97.1994272731598,)
322;77;(33.47565254233932,)
322;78;(52.86136436353945,)
322;79;(89.51194964234216,)
322;80;(97.1994272731598,)
322;81;(96.4908523214809,)
322;82;(7.6741296918857715,)
322;83;(-4.345362065804515,)
322;84;(97.19862662174145,)
322;85;(94.69959058278297,)
322;86;(66.34581394419315,)
322;87;(85.29991691284191,)
322;88;(63.362658201787895,)
322;89;(97.1994272731598,)
322;90;(94.21223859396741,)
322;91;(97.1994272731598,)
322;92;(79.7721665527295,)
322;93;(68.0596757573341,)
322;94;(95.81184167629237,)
322;95;(97.1994272731598,)
322;96;(84.4430628270251,)
322;97;(95.16514142208554,)
322;98;(72.2306566220538,)
322;99;(97.1994272731598,)
322;100;(97.1994272731598,)
322;101;(96.92642003764023,)
322;102;(83.32750372741319,)
322;103;(97.1994272731598,)
322;104;(22.326573265773224,)
322;105;(68.43484151619954,)
322;106;(97.1994272731598,)
322;107;(72.63724583705806,)
322;108;(78.95390384956367,)
322;109;(97.1994272731598,)
322;110;(97.1994272731598,)
322;111;(89.42511044595847,)
322;112;(97.1994272731598,)
322;113;(65.7718137772128,)
322;114;(96.70486888924495,)
322;115;(97.1994272731598,)
322;116;(83.43491800912729,)
322;117;(91.50012006783332,)
322;118;(95.21086482075411,)
322;119;(32.38229773084103,)
323;0;(77.76329620686388,)
323;1;(96.61628268298905,)
323;2;(88.1268992175561,)
323;3;(97.1994272731598,)
323;4;(84.45022152342021,)
323;5;(81.25446121903637,)
323;6;(0.8503545554739969,)
323;7;(93.437647771237,)
323;8;(58.02393480765003,)
323;9;(88.34128079614176,)
323;10;(97.1994272731598,)
323;11;(97.1994272731598,)
323;12;(25.47922755893235,)
323;13;(66.8634233625227,)
323;14;(40.19071164439518,)
323;15;(83.13020315480382,)
323;16;(97.1994272731598,)
323;17;(76.15091263673216,)
323;18;(55.361766117991145,)
323;19;(97.1994272731598,)
323;20;(28.74843059171171,)
323;21;(14.933325523218663,)
323;22;(92.77681117008585,)
323;23;(56.82684960844528,)
323;24;(96.82676389013879,)
323;25;(55.38822412572774,)
323;26;(93.7077172648118,)
323;27;(82.96012168290059,)
323;28;(93.01452839316508,)
323;29;(97.1994272731598,)
323;30;(97.11026583948828,)
323;31;(70.76304350530896,)
323;32;(77.56920309945336,)
323;33;(92.72662647712399,)
323;34;(97.1994272731598,)
323;35;(92.41179052925085,)
323;36;(57.06100870592058,)
323;37;(68.9375040747428,)
323;38;(97.1994272731598,)
323;39;(41.61973801913447,)
323;40;(86.97540606600808,)
323;41;(61.53334289583468,)
323;42;(55.058712640592205,)
323;43;(97.1994272731598,)
323;44;(97.1994272731598,)
323;45;(54.8418894977318,)
323;46;(86.07028373917154,)
323;47;(83.14650621354048,)
323;48;(63.1447178088888,)
323;49;(77.66730566710011,)
323;50;(97.1994272731598,)
323;51;(97.1994272731598,)
323;52;(97.1994272731598,)
323;53;(97.1994272731598,)
323;54;(94.35890870936771,)
323;55;(75.82925758402769,)
323;56;(91.10308953863293,)
323;57;(97.1994272731598,)
323;58;(90.14506638183484,)
323;59;(74.96036502383635,)
323;60;(38.37240193354826,)
323;61;(61.60574555167896,)
323;62;(97.1994272731598,)
323;63;(96.38025793175862,)
323;64;(29.43518115984899,)
323;65;(90.7863947286621,)
323;66;(96.06766127097792,)
323;67;(16.813435178025,)
323;68;(38.56804829060377,)
323;69;(91.79780589059833,)
323;70;(92.8281712575347,)
323;71;(79.09353878500545,)
323;72;(93.1986977402594,)
323;73;(97.1994272731598,)
323;74;(96.41143169592958,)
323;75;(97.1994272731598,)
323;76;(92.98954615596911,)
323;77;(97.1994272731598,)
323;78;(45.28242437683789,)
323;79;(97.1994272731598,)
323;80;(88.9688653775235,)
323;81;(96.74968816802566,)
323;82;(97.1994272731598,)
323;83;(79.4054033887488,)
323;84;(81.87799196259806,)
323;85;(54.7606132120023,)
323;86;(78.58016476865872,)
323;87;(58.623565748438295,)
323;88;(34.56948638823815,)
323;89;(85.8327604480217,)
323;90;(95.45674149361287,)
323;91;(22.417827492584212,)
323;92;(97.1994272731598,)
323;93;(93.93211046383288,)
323;94;(92.75961307577427,)
323;95;(26.325181079843027,)
323;96;(70.45021803387797,)
323;97;(97.1994272731598,)
323;98;(84.55191768117744,)
323;99;(97.1994272731598,)
323;100;(54.94266037293437,)
323;101;(97.1994272731598,)
323;102;(97.0274985457626,)
323;103;(81.4513918506188,)
323;104;(53.81366340656745,)
323;105;(97.1994272731598,)
323;106;(97.04890233888914,)
323;107;(96.89926514168165,)
323;108;(95.03400904391893,)
323;109;(64.06791890782999,)
323;110;(81.52791701343868,)
323;111;(97.1994272731598,)
323;112;(60.75831755371623,)
323;113;(67.70413744795826,)
323;114;(36.26203186894955,)
323;115;(96.11065346736474,)
323;116;(96.45706339946277,)
323;117;(38.84155823713665,)
323;118;(95.17454708392341,)
323;119;(40.87002750567611,)
324;0;(14.093455056562004,)
324;1;(97.1994272731598,)
324;2;(93.52236236118816,)
324;3;(93.60374386306624,)
324;4;(92.37066056222201,)
324;5;(97.1994272731598,)
324;6;(83.95703843779451,)
324;7;(95.08985962703676,)
324;8;(48.809206841525096,)
324;9;(73.27961875836054,)
324;10;(80.4371782900884,)
324;11;(53.875670740803756,)
324;12;(97.1994272731598,)
324;13;(81.3333254386616,)
324;14;(76.81025756995689,)
324;15;(39.03224293538835,)
324;16;(97.1994272731598,)
324;17;(91.42912709954493,)
324;18;(97.1994272731598,)
324;19;(96.99005223426359,)
324;20;(97.17793514294924,)
324;21;(53.0362462416084,)
324;22;(86.81032522392857,)
324;23;(97.1994272731598,)
324;24;(97.1994272731598,)
324;25;(84.34475915091197,)
324;26;(97.1994272731598,)
324;27;(94.45764889408213,)
324;28;(80.19839776521827,)
324;29;(97.1994272731598,)
324;30;(64.50922087281612,)
324;31;(17.821384396351434,)
324;32;(71.52374350639894,)
324;33;(67.51862442247962,)
324;34;(68.25417555875978,)
324;35;(90.48108500948442,)
324;36;(70.24637430982753,)
324;37;(35.272672547919214,)
324;38;(92.011484461946,)
324;39;(74.86807368821437,)
324;40;(97.1994272731598,)
324;41;(21.83422753545259,)
324;42;(48.13633434876522,)
324;43;(83.31056477108733,)
324;44;(97.1994272731598,)
324;45;(97.1994272731598,)
324;46;(43.86130621121415,)
324;47;(97.1994272731598,)
324;48;(97.1994272731598,)
324;49;(97.1994272731598,)
324;50;(97.1994272731598,)
324;51;(97.1994272731598,)
324;52;(97.1994272731598,)
324;53;(33.774996122530226,)
324;54;(95.60481150145183,)
324;55;(29.719085478059327,)
324;56;(97.1994272731598,)
324;57;(96.73033203779532,)
324;58;(62.56790354215741,)
324;59;(97.10617544466231,)
324;60;(34.764167446701904,)
324;61;(96.94505356533693,)
324;62;(97.1994272731598,)
324;63;(82.86790657095226,)
324;64;(93.64962851844429,)
324;65;(97.1994272731598,)
324;66;(96.9899926356938,)
324;67;(94.62983080636667,)
324;68;(97.1994272731598,)
324;69;(97.1994272731598,)
324;70;(97.1994272731598,)
324;71;(97.1994272731598,)
324;72;(97.1994272731598,)
324;73;(97.1994272731598,)
324;74;(57.09474223098335,)
324;75;(97.1994272731598,)
324;76;(90.33412138814923,)
324;77;(97.1994272731598,)
324;78;(96.95032876100491,)
324;79;(22.04142722123671,)
324;80;(80.37426969587624,)
324;81;(90.55961924620112,)
324;82;(97.1994272731598,)
324;83;(88.49422297547878,)
324;84;(89.64764009835392,)
324;85;(93.14883770021491,)
324;86;(97.1994272731598,)
324;87;(95.15533889125584,)
324;88;(96.93124818491087,)
324;89;(96.68715678236448,)
324;90;(58.64370249407149,)
324;91;(80.83213549822962,)
324;92;(97.1994272731598,)
324;93;(97.1994272731598,)
324;94;(90.88135941152223,)
324;95;(97.03024415145921,)
324;96;(57.70909763776825,)
324;97;(87.17306203498848,)
324;98;(97.1994272731598,)
324;99;(97.1994272731598,)
324;100;(97.1994272731598,)
324;101;(87.64449556220471,)
324;102;(49.007638962262014,)
324;103;(97.15284389707705,)
324;104;(79.83995669526746,)
324;105;(82.78336297435057,)
324;106;(96.18080620161106,)
324;107;(97.1994272731598,)
324;108;(81.6159246072708,)
324;109;(97.1994272731598,)
324;110;(97.1994272731598,)
324;111;(75.24527938075457,)
324;112;(94.91558645530618,)
324;113;(89.07087409474171,)
324;114;(66.88093348942154,)
324;115;(95.52818067763086,)
324;116;(97.1994272731598,)
324;117;(97.1994272731598,)
324;118;(97.1994272731598,)
324;119;(38.218314915027634,)
325;0;(92.99809949310554,)
325;1;(37.30937763274444,)
325;2;(84.8941457010918,)
325;3;(52.972244658708654,)
325;4;(96.08097437850297,)
325;5;(68.29215957864022,)
325;6;(73.33055112758119,)
325;7;(63.6734907336211,)
325;8;(89.51268373608116,)
325;9;(96.99739141456405,)
325;10;(97.1994272731598,)
325;11;(97.1994272731598,)
325;12;(96.17551353093052,)
325;13;(62.75625978865759,)
325;14;(97.1994272731598,)
325;15;(97.03309893507578,)
325;16;(96.93137710822297,)
325;17;(6.56025785942579,)
325;18;(97.1994272731598,)
325;19;(97.1994272731598,)
325;20;(96.40692508342373,)
325;21;(77.35643541273312,)
325;22;(92.65850260219261,)
325;23;(97.1994272731598,)
325;24;(74.36390232232479,)
325;25;(82.56024469647515,)
325;26;(96.45789411202536,)
325;27;(97.1994272731598,)
325;28;(62.15593850701741,)
325;29;(39.92717748109657,)
325;30;(72.10238661170874,)
325;31;(66.11486341910614,)
325;32;(66.36333138531771,)
325;33;(95.63710381484165,)
325;34;(97.1994272731598,)
325;35;(91.44672055310166,)
325;36;(95.47973187542773,)
325;37;(97.1994272731598,)
325;38;(5.5340132570265865,)
325;39;(96.44376622758136,)
325;40;(85.77518292406346,)
325;41;(6.5342651912790854,)
325;42;(97.1994272731598,)
325;43;(95.8349011988943,)
325;44;(49.07355444144507,)
325;45;(97.1994272731598,)
325;46;(97.1994272731598,)
325;47;(97.1994272731598,)
325;48;(96.73951678427599,)
325;49;(96.09258465978668,)
325;50;(97.1994272731598,)
325;51;(84.81487222346883,)
325;52;(42.364146531044426,)
325;53;(96.22835918501124,)
325;54;(41.13260890331672,)
325;55;(97.1994272731598,)
325;56;(97.1994272731598,)
325;57;(64.48895832868766,)
325;58;(92.33406619391782,)
325;59;(75.87308286494553,)
325;60;(83.83023919919282,)
325;61;(53.820096908807436,)
325;62;(97.1994272731598,)
325;63;(26.755912025582745,)
325;64;(97.1994272731598,)
325;65;(44.84176518170778,)
325;66;(74.62711817142208,)
325;67;(97.1994272731598,)
325;68;(97.1994272731598,)
325;69;(74.74108622800465,)
325;70;(97.1994272731598,)
325;71;(92.81653854581862,)
325;72;(97.1994272731598,)
325;73;(56.48052754388979,)
325;74;(44.92739853210907,)
325;75;(97.1994272731598,)
325;76;(97.1994272731598,)
325;77;(97.1994272731598,)
325;78;(97.1994272731598,)
325;79;(79.67118576086148,)
325;80;(54.02670925044292,)
325;81;(97.1994272731598,)
325;82;(90.93270008032128,)
325;83;(93.23685767847853,)
325;84;(80.09626921367067,)
325;85;(97.1994272731598,)
325;86;(10.120315548792874,)
325;87;(90.2938885094728,)
325;88;(54.972638442472714,)
325;89;(77.46789885360849,)
325;90;(46.41163663514622,)
325;91;(92.96928040679423,)
325;92;(86.68044943036914,)
325;93;(92.6146528608179,)
325;94;(97.1994272731598,)
325;95;(79.34751442061078,)
325;96;(97.1994272731598,)
325;97;(90.03138936258506,)
325;98;(75.55034140058217,)
325;99;(95.70692193493856,)
325;100;(97.1994272731598,)
325;101;(97.1994272731598,)
325;102;(94.73806170624096,)
325;103;(95.32409506896053,)
325;104;(80.83498025166523,)
325;105;(18.669152339031985,)
325;106;(91.16618984815183,)
325;107;(54.77948909537449,)
325;108;(95.70064070884003,)
325;109;(97.1994272731598,)
325;110;(97.1994272731598,)
325;111;(86.20731271344266,)
325;112;(96.88942823881834,)
325;113;(66.60141766274563,)
325;114;(84.73632139352729,)
325;115;(97.00107272713484,)
325;116;(85.60543663128342,)
325;117;(87.92186897312423,)
325;118;(97.17198381217023,)
325;119;(94.22863857956689,)
326;0;(94.2574381191576,)
326;1;(97.1994272731598,)
326;2;(93.00365142987917,)
326;3;(78.70802724215918,)
326;4;(93.94328919799239,)
326;5;(54.46579419289134,)
326;6;(96.10991065348875,)
326;7;(97.1994272731598,)
326;8;(81.59012461745233,)
326;9;(91.078056209171,)
326;10;(97.1994272731598,)
326;11;(97.1994272731598,)
326;12;(97.1994272731598,)
326;13;(69.3953335720029,)
326;14;(52.200306174673024,)
326;15;(96.92245556262867,)
326;16;(96.80459693819307,)
326;17;(97.1994272731598,)
326;18;(96.03081640210108,)
326;19;(41.85823140662005,)
326;20;(68.61607401653028,)
326;21;(97.1994272731598,)
326;22;(70.76035064008303,)
326;23;(47.224586355012065,)
326;24;(82.17120258433954,)
326;25;(97.1994272731598,)
326;26;(95.67807240848762,)
326;27;(43.52714634353724,)
326;28;(97.1994272731598,)
326;29;(73.58970227288486,)
326;30;(96.90676896357986,)
326;31;(76.17227638007917,)
326;32;(97.1994272731598,)
326;33;(54.00835947906572,)
326;34;(88.73406795209048,)
326;35;(91.66579451068577,)
326;36;(88.14700705521261,)
326;37;(97.1994272731598,)
326;38;(97.1994272731598,)
326;39;(73.57940437749554,)
326;40;(97.1994272731598,)
326;41;(93.22907759794464,)
326;42;(97.1994272731598,)
326;43;(91.50350078434573,)
326;44;(97.1994272731598,)
326;45;(50.36312696412496,)
326;46;(84.59844275208796,)
326;47;(78.25940641847379,)
326;48;(97.19799471598172,)
326;49;(34.88198181741748,)
326;50;(11.0337711898246,)
326;51;(97.1994272731598,)
326;52;(92.5584261132365,)
326;53;(97.1994272731598,)
326;54;(79.59137569428817,)
326;55;(96.58234405902226,)
326;56;(40.216355774258645,)
326;57;(97.1994272731598,)
326;58;(84.174747796728,)
326;59;(97.1994272731598,)
326;60;(97.14675859414676,)
326;61;(35.17181470968486,)
326;62;(95.96390981610209,)
326;63;(93.1965483402017,)
326;64;(79.8158359323148,)
326;65;(90.20422998125763,)
326;66;(96.98075365484696,)
326;67;(83.41725117583992,)
326;68;(96.47147129720862,)
326;69;(97.1994272731598,)
326;70;(59.89528619923114,)
326;71;(97.1994272731598,)
326;72;(96.10598868018111,)
326;73;(97.1994272731598,)
326;74;(89.547463368356,)
326;75;(44.625692395010006,)
326;76;(61.05770726929836,)
326;77;(97.1994272731598,)
326;78;(97.02272298059579,)
326;79;(85.89286921646197,)
326;80;(97.1994272731598,)
326;81;(91.02522422697321,)
326;82;(97.1994272731598,)
326;83;(37.21343639516252,)
326;84;(84.26563160936728,)
326;85;(97.1994272731598,)
326;86;(54.09840012851595,)
326;87;(97.1994272731598,)
326;88;(27.451857304714302,)
326;89;(53.41859801062572,)
326;90;(92.67691162803517,)
326;91;(32.594533835613845,)
326;92;(69.25696438487654,)
326;93;(75.9533357404776,)
326;94;(97.05024023681213,)
326;95;(97.1994272731598,)
326;96;(59.14506704610523,)
326;97;(91.37371021583355,)
326;98;(95.84196371983884,)
326;99;(37.718407631269514,)
326;100;(59.47121895161445,)
326;101;(31.487824849987398,)
326;102;(91.85192755426642,)
326;103;(69.88967582539158,)
326;104;(72.9372335037637,)
326;105;(95.52032997843956,)
326;106;(53.382887604892176,)
326;107;(82.30642117234905,)
326;108;(93.683360871966,)
326;109;(89.00187395529872,)
326;110;(85.27813725229562,)
326;111;(34.055815722210724,)
326;112;(96.47942197205924,)
326;113;(97.1994272731598,)
326;114;(97.07437751860654,)
326;115;(80.12831153381543,)
326;116;(47.13564329241038,)
326;117;(44.293281820600235,)
326;118;(94.99157624176209,)
326;119;(85.0118778745638,)
327;0;(89.67722182703065,)
327;1;(97.1994272731598,)
327;2;(95.41444527755868,)
327;3;(94.31913574030831,)
327;4;(88.07996800444215,)
327;5;(97.09801574424448,)
327;6;(97.1947539802674,)
327;7;(33.66869941799783,)
327;8;(97.1994272731598,)
327;9;(95.77630195842534,)
327;10;(95.67781561742883,)
327;11;(97.1994272731598,)
327;12;(97.1994272731598,)
327;13;(97.1994272731598,)
327;14;(97.1994272731598,)
327;15;(84.06498181843108,)
327;16;(86.4809243327697,)
327;17;(96.62332085647859,)
327;18;(87.29353932650174,)
327;19;(91.05295322059457,)
327;20;(96.55973414054881,)
327;21;(91.71729829707904,)
327;22;(97.1994272731598,)
327;23;(96.83375171592786,)
327;24;(97.1994272731598,)
327;25;(40.25830064750943,)
327;26;(97.1994272731598,)
327;27;(97.1994272731598,)
327;28;(76.4178412353331,)
327;29;(95.62570447717442,)
327;30;(92.92486139928916,)
327;31;(96.20614261067497,)
327;32;(22.429402669068274,)
327;33;(94.87659904099112,)
327;34;(97.1994272731598,)
327;35;(96.72434415188813,)
327;36;(94.10995907569557,)
327;37;(97.03488116621317,)
327;38;(96.48775772801658,)
327;39;(83.82212599059102,)
327;40;(30.81631019914005,)
327;41;(97.1994272731598,)
327;42;(97.04703854885429,)
327;43;(16.44733961035436,)
327;44;(97.1994272731598,)
327;45;(97.1994272731598,)
327;46;(97.19605629553651,)
327;47;(84.74974847994544,)
327;48;(95.44476176750611,)
327;49;(60.212303143485556,)
327;50;(88.8107658767473,)
327;51;(97.1994272731598,)
327;52;(67.68768219426745,)
327;53;(85.60972799847744,)
327;54;(92.33349050585068,)
327;55;(87.08355491723505,)
327;56;(81.24411643403518,)
327;57;(93.61629018151609,)
327;58;(97.1994272731598,)
327;59;(95.5542053386062,)
327;60;(88.9024734490675,)
327;61;(41.14703526910523,)
327;62;(97.1994272731598,)
327;63;(97.1994272731598,)
327;64;(97.1994272731598,)
327;65;(77.55025697876034,)
327;66;(97.1994272731598,)
327;67;(97.1994272731598,)
