generation;index;fitness
0;110;(2.615063242057582,)
0;111;(4.55636562696346,)
0;112;(2.967196156445951,)
0;113;(4.060919323283496,)
0;114;(-3.302493633509588,)
0;115;(1.8431441978936363,)
0;116;(-4.652423056455845,)
0;117;(4.175171916107127,)
0;118;(3.872050600682101,)
0;119;(-1.6348684212803324,)
1;0;(-3.9248302059299363,)
1;1;(-0.18766927493112462,)
1;2;(9.357067485901435,)
1;3;(3.85613545130491,)
1;4;(4.873840950995102,)
1;5;(7.184899020415855,)
1;6;(15.844447191900098,)
1;7;(9.958890355417115,)
1;8;(2.8704579613196017,)
1;9;(14.607367751148006,)
1;10;(7.049664662205784,)
1;11;(8.168511486677026,)
1;12;(3.5629336202028803,)
1;13;(10.881702449924175,)
1;14;(6.022095239470226,)
1;15;(7.994320118459216,)
1;16;(18.085912014759415,)
1;17;(9.078807633597645,)
1;18;(8.432389066164317,)
1;19;(3.41148158524952,)
1;20;(19.759565229573248,)
1;21;(3.167807143063879,)
1;22;(15.45932416901122,)
1;23;(5.289022541571614,)
1;24;(6.529961964020032,)
1;25;(3.479636023553555,)
1;26;(0.09458398689156944,)
1;27;(3.7329170478141833,)
1;28;(12.323074476802937,)
1;29;(6.007612400169396,)
1;30;(1.2233522003918527,)
1;31;(-1.6175842419256856,)
1;32;(1.3516001925494905,)
1;33;(10.808874958165438,)
1;34;(2.8528794810028764,)
1;35;(4.151799290444458,)
1;36;(9.466198841348024,)
1;37;(5.186723967205366,)
1;38;(5.877345345575699,)
1;39;(3.3020864046960092,)
1;40;(3.720562306780261,)
1;41;(3.337659586841136,)
1;42;(5.197660972905565,)
1;43;(0.12276096751070043,)
1;44;(6.459462168038002,)
1;45;(3.3099304346261444,)
1;46;(7.911576539888058,)
1;47;(9.792841095484125,)
1;48;(3.730401735256878,)
1;49;(15.761503387649743,)
1;50;(4.5975316800853125,)
1;51;(3.19157836098951,)
1;52;(2.8024484193403847,)
1;53;(7.3067960523086395,)
1;54;(3.235349369990116,)
1;55;(9.270704890552368,)
1;56;(5.760230705256445,)
1;57;(1.1392886582615454,)
1;58;(6.128335833575177,)
1;59;(14.731382335901456,)
1;60;(2.7081894555258295,)
1;61;(6.371224418039457,)
1;62;(3.180246818587209,)
1;63;(7.752114559913789,)
1;64;(14.887315388395155,)
1;65;(11.541150113217178,)
1;66;(3.8935064715220324,)
1;67;(0.9551700482806993,)
1;68;(11.322032439415148,)
1;69;(2.0215399544982944,)
1;70;(6.4777453552544415,)
1;71;(4.123648964304614,)
1;72;(9.52092021063605,)
1;73;(8.209185779160233,)
1;74;(15.104009429721785,)
1;75;(14.347251184230302,)
1;76;(6.597737986191313,)
1;77;(8.62171049786701,)
1;78;(2.0776318660645092,)
1;79;(10.409975820113821,)
1;80;(6.693889090758465,)
1;81;(4.025230449258018,)
1;82;(3.487295336894645,)
1;83;(11.931299646576194,)
1;84;(4.299617479445132,)
1;85;(2.9429402536306917,)
1;86;(13.90630434200195,)
1;87;(3.5808099815658334,)
1;88;(6.10858952485949,)
1;89;(4.500708798412129,)
1;90;(3.227069436427467,)
1;91;(3.513345256430977,)
1;92;(13.40983051884474,)
1;93;(4.0500134289071354,)
1;94;(2.706105126941118,)
1;95;(3.8382335097671465,)
1;96;(3.1713038365128448,)
1;97;(11.918827548683858,)
1;98;(11.587709128283478,)
1;99;(5.278928080699785,)
1;100;(3.1674587691741287,)
1;101;(5.270438165049757,)
1;102;(4.0393576069116826,)
1;103;(4.095235093026719,)
1;104;(15.602855314592544,)
1;105;(9.443892542952312,)
1;106;(4.240753079811254,)
1;107;(2.2489578690627035,)
1;108;(3.2024161266777327,)
1;109;(2.1057905469042346,)
1;110;(13.444578945768257,)
1;111;(7.194735836981984,)
1;112;(2.7756536811189054,)
1;113;(3.9924307559868044,)
1;114;(6.924962776245936,)
1;115;(4.162331385001487,)
1;116;(3.10474878690413,)
1;117;(3.590517114695322,)
1;118;(3.3653039206449105,)
1;119;(0.43694024625166783,)
2;0;(11.774158679257766,)
2;1;(9.6741624049553,)
2;2;(18.633428933844133,)
2;3;(9.772789970976095,)
2;4;(8.289060303735292,)
2;5;(12.05668409454182,)
2;6;(9.051149884758313,)
2;7;(12.091704697367284,)
2;8;(6.720241324136161,)
2;9;(12.840297717729277,)
2;10;(13.904230941197161,)
2;11;(17.005654688147207,)
2;12;(14.160273438572363,)
2;13;(9.040854520739076,)
2;14;(11.131641966193559,)
2;15;(13.721581686340729,)
2;16;(14.979770177646234,)
2;17;(12.728990199595094,)
2;18;(11.920613222170832,)
2;19;(12.834595878899865,)
2;20;(17.749215453761337,)
2;21;(6.353689855210282,)
2;22;(11.211402225847957,)
2;23;(13.154471887712319,)
2;24;(7.473798981986469,)
2;25;(11.45946670109903,)
2;26;(8.392945107809307,)
2;27;(9.127455698709056,)
2;28;(17.26933218523655,)
2;29;(17.49429036986929,)
2;30;(17.452338376758192,)
2;31;(7.88250256951961,)
2;32;(5.90323360859686,)
2;33;(11.846911463693724,)
2;34;(9.423212206723166,)
2;35;(8.264977901231422,)
2;36;(15.104009429721785,)
2;37;(12.509399936775797,)
2;38;(13.428054134511841,)
2;39;(15.527728397510597,)
2;40;(17.898776892998214,)
2;41;(12.764498272599578,)
2;42;(7.2091612736004995,)
2;43;(9.364613803867503,)
2;44;(-5.8115843703958525,)
2;45;(11.233672435688877,)
2;46;(12.106465769403318,)
2;47;(7.7737965867112635,)
2;48;(9.27426834593853,)
2;49;(8.395405173944267,)
2;50;(12.208158409702675,)
2;51;(9.509560963005173,)
2;52;(3.2940087308242134,)
2;53;(5.959064448173108,)
2;54;(4.875062630508913,)
2;55;(12.908037692010291,)
2;56;(7.869987235622175,)
2;57;(11.871627391808047,)
2;58;(5.946667046394986,)
2;59;(14.88792285102007,)
2;60;(17.95562356794865,)
2;61;(12.128601180110211,)
2;62;(-4.698635105526755,)
2;63;(2.213817512965335,)
2;64;(13.568522802034101,)
2;65;(8.871951674798414,)
2;66;(18.0897933540981,)
2;67;(9.952275113325893,)
2;68;(9.381735342430527,)
2;69;(16.29480813343808,)
2;70;(11.147850567409506,)
2;71;(16.324980615052766,)
2;72;(9.14773605679245,)
2;73;(11.495944662302978,)
2;74;(14.129598830324493,)
2;75;(13.006448744893198,)
2;76;(18.170494160232234,)
2;77;(8.281891446900772,)
2;78;(19.661152014173673,)
2;79;(-4.806834095057269,)
2;80;(7.577851916821819,)
2;81;(11.830463405615124,)
2;82;(15.047082052316568,)
2;83;(5.846763752638335,)
2;84;(13.349904262557352,)
2;85;(10.264285731542898,)
2;86;(2.4311314289776647,)
2;87;(10.762876033387771,)
2;88;(14.727421728774127,)
2;89;(12.101719658372406,)
2;90;(15.73825479500909,)
2;91;(15.629302644636077,)
2;92;(14.201157628695956,)
2;93;(17.693460305403566,)
2;94;(9.167476460908517,)
2;95;(11.522095711739194,)
2;96;(14.46712003115631,)
2;97;(16.876234158434407,)
2;98;(5.867244757785197,)
2;99;(9.096743788542735,)
2;100;(11.850859517282213,)
2;101;(17.707752920774944,)
2;102;(7.973683050203548,)
2;103;(11.155210655507558,)
2;104;(9.854980140027038,)
2;105;(15.060411272270331,)
2;106;(9.62578296353847,)
2;107;(15.323572871274857,)
2;108;(10.38755440403195,)
2;109;(6.843377330143805,)
2;110;(5.874467783081343,)
2;111;(15.104009429721785,)
2;112;(14.794398490386952,)
2;113;(14.87191188521374,)
2;114;(14.553220694301178,)
2;115;(11.198900927146155,)
2;116;(14.645763479546169,)
2;117;(15.498036094248677,)
2;118;(14.667454307891141,)
2;119;(15.838319423659076,)
3;0;(14.390512298865938,)
3;1;(16.937078071031266,)
3;2;(16.50597916819071,)
3;3;(18.490548084532453,)
3;4;(14.750000447643789,)
3;5;(16.522963262284414,)
3;6;(17.965764224096667,)
3;7;(18.311919234332315,)
3;8;(14.687545900745363,)
3;9;(18.026404599893006,)
3;10;(16.851822572754095,)
3;11;(15.544172536659712,)
3;12;(15.780393789820078,)
3;13;(11.321203884462106,)
3;14;(17.26734475680542,)
3;15;(17.707752920774944,)
3;16;(7.99386273540258,)
3;17;(10.822085951073772,)
3;18;(12.832208915679695,)
3;19;(20.130883538143273,)
3;20;(17.2195551957111,)
3;21;(15.993611716499693,)
3;22;(18.12987718661914,)
3;23;(16.946210077964377,)
3;24;(21.03963387980615,)
3;25;(9.990774313774832,)
3;26;(18.170494160232234,)
3;27;(13.853543814474676,)
3;28;(15.086286540788063,)
3;29;(13.83470938216802,)
3;30;(9.13053962864127,)
3;31;(5.07866587165329,)
3;32;(16.032892864956136,)
3;33;(14.947076437350656,)
3;34;(16.93017696370631,)
3;35;(15.725808459112763,)
3;36;(11.692548728722977,)
3;37;(18.20939600301581,)
3;38;(11.324614110265314,)
3;39;(7.360464261295323,)
3;40;(18.181424503746506,)
3;41;(17.26933218523655,)
3;42;(20.19060435334428,)
3;43;(18.19352336373979,)
3;44;(15.360473710318516,)
3;45;(15.848092597388797,)
3;46;(16.80080654552067,)
3;47;(15.06136026515058,)
3;48;(18.633428933844133,)
3;49;(17.707752920774944,)
3;50;(-0.5227738253870324,)
3;51;(9.174349682990865,)
3;52;(12.75737845282662,)
3;53;(10.906713844028262,)
3;54;(15.413859072152748,)
3;55;(18.758863089839267,)
3;56;(15.439309257419591,)
3;57;(13.677455125175605,)
3;58;(17.940127159788464,)
3;59;(7.273789545783606,)
3;60;(17.707752920774944,)
3;61;(15.320629914214875,)
3;62;(17.07626943026753,)
3;63;(17.707752920774944,)
3;64;(11.370933901652045,)
3;65;(16.68473050573419,)
3;66;(20.59028206945638,)
3;67;(14.895937240030117,)
3;68;(16.6887091019931,)
3;69;(21.435793977063145,)
3;70;(17.7678883103337,)
3;71;(17.707752920774944,)
3;72;(21.42884961816239,)
3;73;(17.712020654894438,)
3;74;(16.695409480350158,)
3;75;(16.614789332885593,)
3;76;(5.7517504971784446,)
3;77;(16.43526428747719,)
3;78;(17.707752920774944,)
3;79;(17.68474168222601,)
3;80;(20.992595904099815,)
3;81;(16.43569729181635,)
3;82;(8.388883734376474,)
3;83;(14.796274164685869,)
3;84;(9.03144943176879,)
3;85;(16.512652508129552,)
3;86;(13.885587324601078,)
3;87;(18.10004998209337,)
3;88;(11.740362230059876,)
3;89;(11.440699334294909,)
3;90;(8.448277337932725,)
3;91;(17.692387610659996,)
3;92;(16.824571029396623,)
3;93;(17.52751178077309,)
3;94;(6.708038129272583,)
3;95;(16.84578929027517,)
3;96;(19.739276716500292,)
3;97;(7.960896057054229,)
3;98;(17.336092321370508,)
3;99;(5.08274951401706,)
3;100;(6.195008284204057,)
3;101;(14.594396346566942,)
3;102;(15.961921820574595,)
3;103;(14.726152343150897,)
3;104;(16.889159882036854,)
3;105;(16.383048875857106,)
3;106;(15.390844624474074,)
3;107;(17.949459599352497,)
3;108;(15.194137831971716,)
3;109;(15.63299563147765,)
3;110;(13.40983051884474,)
3;111;(17.751511957825564,)
3;112;(17.53625479152581,)
3;113;(18.133262856187663,)
3;114;(14.731382335901456,)
3;115;(14.645763479546169,)
3;116;(14.114060982497293,)
3;117;(13.74393317161963,)
3;118;(2.025617637930127,)
3;119;(15.374253712848246,)
4;0;(14.419004603374532,)
4;1;(18.89587494400736,)
4;2;(18.673178528147226,)
4;3;(18.24382841004016,)
4;4;(6.247570318656381,)
4;5;(16.417535558704035,)
4;6;(9.128433193672542,)
4;7;(8.985754717562344,)
4;8;(20.39387289343526,)
4;9;(14.595020723117765,)
4;10;(12.688848882877872,)
4;11;(15.43535088703673,)
4;12;(21.042010358314883,)
4;13;(17.75814591464642,)
4;14;(17.995000280190418,)
4;15;(18.142965220531092,)
4;16;(18.672929595660854,)
4;17;(19.20471476032838,)
4;18;(16.357674730468908,)
4;19;(14.785411302179538,)
4;20;(18.198466077937944,)
4;21;(20.41314330690789,)
4;22;(18.189475248569885,)
4;23;(-2.0417100306223563,)
4;24;(19.141443559611396,)
4;25;(18.681293439980088,)
4;26;(9.250734667363123,)
4;27;(18.170494160232234,)
4;28;(7.358012204822783,)
4;29;(17.82655387991226,)
4;30;(16.24162639489802,)
4;31;(18.55318333985941,)
4;32;(14.330412181037126,)
4;33;(19.27421273715149,)
4;34;(13.364212434474798,)
4;35;(19.41254283067637,)
4;36;(6.013744097723588,)
4;37;(19.483693847859705,)
4;38;(7.421075943334745,)
4;39;(11.777163568760427,)
4;40;(20.656489865217907,)
4;41;(10.784214589652812,)
4;42;(11.976194520251122,)
4;43;(19.722761717547655,)
4;44;(19.247648523431874,)
4;45;(16.53066270581546,)
4;46;(11.100825476086637,)
4;47;(14.7966666968499,)
4;48;(13.15823825758246,)
4;49;(18.537007489657793,)
4;50;(13.863018782314837,)
4;51;(19.613239606892087,)
4;52;(17.79648876047654,)
4;53;(18.96285872278991,)
4;54;(20.670139723889456,)
4;55;(14.114640643912114,)
4;56;(18.965767688992997,)
4;57;(16.695661680113112,)
4;58;(17.425702809855903,)
4;59;(17.16334123860693,)
4;60;(17.714912159011533,)
4;61;(18.233878203696793,)
4;62;(9.32439808451641,)
4;63;(21.03963387980615,)
4;64;(18.502061016505042,)
4;65;(18.303436105412885,)
4;66;(14.809032247535793,)
4;67;(18.019808260013427,)
4;68;(17.26933218523655,)
4;69;(18.568421546189974,)
4;70;(12.682088763555713,)
4;71;(16.445375629635564,)
4;72;(11.884695326326245,)
4;73;(21.403305269208555,)
4;74;(19.048543212765274,)
4;75;(18.188246002290196,)
4;76;(17.46925777480089,)
4;77;(20.58454628235813,)
4;78;(23.017258247042903,)
4;79;(18.695372531635474,)
4;80;(19.079771708429313,)
4;81;(5.7555210735567846,)
4;82;(21.235597409043734,)
4;83;(12.361480583817928,)
4;84;(20.59028206945638,)
4;85;(20.622374558750614,)
4;86;(17.07626943026753,)
4;87;(17.842705062563432,)
4;88;(17.79321646406811,)
4;89;(18.1122839529581,)
4;90;(21.9086497643854,)
4;91;(15.733896961717582,)
4;92;(16.153977498896612,)
4;93;(10.959523264817811,)
4;94;(11.060952061645658,)
4;95;(14.009248175972042,)
4;96;(10.076784503092943,)
4;97;(18.05799345854691,)
4;98;(18.725598535259373,)
4;99;(19.70806482951708,)
4;100;(16.944085962538004,)
4;101;(7.096777049451179,)
4;102;(20.776993231990147,)
4;103;(17.923340218436437,)
4;104;(18.981886183735625,)
4;105;(12.183946342117846,)
4;106;(20.399398037853306,)
4;107;(18.311919234332315,)
4;108;(9.968769576628244,)
4;109;(21.03963387980615,)
4;110;(16.4284262311727,)
4;111;(17.52751178077309,)
4;112;(18.82724726162323,)
4;113;(18.800171640607132,)
4;114;(17.707752920774944,)
4;115;(17.69513075633226,)
4;116;(17.906279949965313,)
4;117;(17.39036691785727,)
4;118;(17.118333946964196,)
4;119;(18.170494160232234,)
5;0;(21.064380055500557,)
5;1;(22.38820797773549,)
5;2;(21.03963387980615,)
5;3;(13.699905729934297,)
5;4;(16.949944410214886,)
5;5;(21.981112523171173,)
5;6;(4.706866224783441,)
5;7;(18.076808783446392,)
5;8;(3.575248315382142,)
5;9;(19.48010045540825,)
5;10;(19.613239606892087,)
5;11;(20.670139723889456,)
5;12;(17.929038411279482,)
5;13;(21.56570923205469,)
5;14;(18.89500647304366,)
5;15;(15.879292681794892,)
5;16;(20.319138316859352,)
5;17;(18.323176411856267,)
5;18;(19.527779780910787,)
5;19;(18.22223010640682,)
5;20;(21.999121301977304,)
5;21;(18.458051443862242,)
5;22;(20.579845178035477,)
5;23;(19.95486850519746,)
5;24;(18.272692778188553,)
5;25;(12.946482932519013,)
5;26;(19.019411161348796,)
5;27;(20.336134368015003,)
5;28;(10.404579565486102,)
5;29;(12.122036268759741,)
5;30;(20.277579973510377,)
5;31;(9.513899038305196,)
5;32;(18.459462082587915,)
5;33;(18.87964031808569,)
5;34;(20.399398037853306,)
5;35;(16.429229247943567,)
5;36;(20.441351756585384,)
5;37;(2.5223044009253393,)
5;38;(18.375593527325773,)
5;39;(18.962977530651823,)
5;40;(22.327965754119504,)
5;41;(14.738198377597136,)
5;42;(22.117563217123326,)
5;43;(20.670139723889456,)
5;44;(17.863264621914883,)
5;45;(18.1917425465797,)
5;46;(17.911286017597142,)
5;47;(17.953981398049418,)
5;48;(18.36237642194876,)
5;49;(19.83680695440822,)
5;50;(18.6119480225293,)
5;51;(20.548034474508036,)
5;52;(21.17796282947627,)
5;53;(15.008974495451298,)
5;54;(13.664634531319477,)
5;55;(12.830246748831968,)
5;56;(16.016180692407225,)
5;57;(21.05795437195187,)
5;58;(21.973302306243017,)
5;59;(10.53804159908242,)
5;60;(20.56884695236089,)
5;61;(21.64811690402381,)
5;62;(6.353795542245028,)
5;63;(9.25472805911883,)
5;64;(6.578708374971326,)
5;65;(18.615872270872046,)
5;66;(19.789357250672317,)
5;67;(11.834035123829976,)
5;68;(22.317495887259078,)
5;69;(16.566990727904155,)
5;70;(14.4763117025466,)
5;71;(18.288667904900414,)
5;72;(19.491047339456042,)
5;73;(22.57366592475418,)
5;74;(20.794523685401078,)
5;75;(18.32908360991562,)
5;76;(15.118432718693395,)
5;77;(20.199670935904074,)
5;78;(15.374419552908163,)
5;79;(21.042010358314883,)
5;80;(19.58327315691837,)
5;81;(19.660020673556506,)
5;82;(20.992595904099815,)
5;83;(20.992595904099815,)
5;84;(16.7922156546571,)
5;85;(19.57078931357919,)
5;86;(20.622834908912836,)
5;87;(20.484533864607034,)
5;88;(20.06854688905908,)
5;89;(17.63528540578286,)
5;90;(18.16258402190323,)
5;91;(20.66018282263728,)
5;92;(21.310242959801037,)
5;93;(18.316158724998523,)
5;94;(15.612231879092912,)
5;95;(22.321206543453116,)
5;96;(16.131788126318526,)
5;97;(18.89587494400736,)
5;98;(21.40359533101218,)
5;99;(21.368904047663264,)
5;100;(13.951781312144897,)
5;101;(20.580976058039642,)
5;102;(14.529668636713618,)
5;103;(20.89364172860632,)
5;104;(18.88581493314417,)
5;105;(8.070244299471248,)
5;106;(21.171190730443982,)
5;107;(18.289645028839274,)
5;108;(13.698904164698877,)
5;109;(9.441233487720101,)
5;110;(22.756718986601598,)
5;111;(10.963086276092463,)
5;112;(18.81709196727121,)
5;113;(9.353377469505011,)
5;114;(12.427736711164778,)
5;115;(11.781749788851304,)
5;116;(8.293396183654325,)
5;117;(19.59854829972852,)
5;118;(20.462019184097862,)
5;119;(19.173298039335968,)
6;0;(21.872729313011295,)
6;1;(21.298341794108392,)
6;2;(21.250538672411302,)
6;3;(21.361267315626336,)
6;4;(13.101392969373393,)
6;5;(20.89702202237455,)
6;6;(21.178804293141347,)
6;7;(20.598921098764396,)
6;8;(20.861224449462792,)
6;9;(16.850548934473956,)
6;10;(22.791845684503116,)
6;11;(18.99368692912894,)
6;12;(20.437878713935227,)
6;13;(8.715590576023583,)
6;14;(22.00472531241384,)
6;15;(20.195262537828913,)
6;16;(19.622954252448793,)
6;17;(21.126034891214694,)
6;18;(19.878943967109343,)
6;19;(21.430138936275622,)
6;20;(12.91541631541778,)
6;21;(16.65535140689967,)
6;22;(20.992595904099815,)
6;23;(21.13109475063115,)
6;24;(21.910760119353238,)
6;25;(22.327965754119504,)
6;26;(19.284778336592517,)
6;27;(22.04953997990527,)
6;28;(20.384646924380764,)
6;29;(21.8645477195123,)
6;30;(20.634690115331658,)
6;31;(21.409106457020155,)
6;32;(20.670139723889456,)
6;33;(19.267682885681676,)
6;34;(22.327898308568177,)
6;35;(14.463515710597726,)
6;36;(19.10221749870944,)
6;37;(21.03963387980615,)
6;38;(21.999121301977304,)
6;39;(20.336336350643382,)
6;40;(21.039641054793584,)
6;41;(19.141445531769364,)
6;42;(21.4649387275197,)
6;43;(20.240587557457296,)
6;44;(21.11985028929388,)
6;45;(21.13081012351696,)
6;46;(11.21042297617089,)
6;47;(15.529970204569581,)
6;48;(22.554586728210772,)
6;49;(21.37041920895969,)
6;50;(16.318193073990173,)
6;51;(20.66254173362018,)
6;52;(20.37720874851393,)
6;53;(10.930202395249728,)
6;54;(21.08508476476954,)
6;55;(18.436248711738806,)
6;56;(22.023660817253187,)
6;57;(10.117603253580922,)
6;58;(21.643211190449648,)
6;59;(22.32122108313142,)
6;60;(22.09940897754806,)
6;61;(22.35692576451001,)
6;62;(14.210081960441778,)
6;63;(20.62790655632646,)
6;64;(22.117563217123326,)
6;65;(20.622374558750614,)
6;66;(20.584295073901213,)
6;67;(21.20459568898103,)
6;68;(19.53191477308521,)
6;69;(21.719982654700587,)
6;70;(15.872923589116649,)
6;71;(22.436491201789234,)
6;72;(21.543621944205498,)
6;73;(22.75110718452031,)
6;74;(13.304304013227977,)
6;75;(18.120626482078887,)
6;76;(22.45913828487143,)
6;77;(17.90890788174609,)
6;78;(8.339474090570175,)
6;79;(22.207506394879537,)
6;80;(22.245537838657995,)
6;81;(15.165580308761314,)
6;82;(20.79453866529327,)
6;83;(20.047818582928222,)
6;84;(22.629721248263746,)
6;85;(21.9086497643854,)
6;86;(22.265414109280904,)
6;87;(20.80662242392203,)
6;88;(20.15014757944105,)
6;89;(21.52027690677884,)
6;90;(22.317495887259078,)
6;91;(20.06854688905908,)
6;92;(20.021588278666652,)
6;93;(20.997428917522935,)
6;94;(21.992418868103968,)
6;95;(17.657306544179985,)
6;96;(22.385095262844622,)
6;97;(20.673028287258965,)
6;98;(20.376745030161256,)
6;99;(20.958812633982042,)
6;100;(21.43368413613908,)
6;101;(7.358569390701277,)
6;102;(22.379111964995232,)
6;103;(5.258044089494931,)
6;104;(21.17835810175661,)
6;105;(21.491973386754026,)
6;106;(21.877499403665627,)
6;107;(22.443089481577907,)
6;108;(22.559036949040994,)
6;109;(21.45464614672194,)
6;110;(20.69918487544362,)
6;111;(21.168680591767348,)
6;112;(21.484746609096455,)
6;113;(13.471565433248593,)
6;114;(15.063016041483827,)
6;115;(20.973579536803477,)
6;116;(20.252868312703725,)
6;117;(21.56570923205469,)
6;118;(22.025446887252876,)
6;119;(13.965557040936194,)
7;0;(21.13109475063115,)
7;1;(19.65893671493032,)
7;2;(10.76496005141359,)
7;3;(22.8573022933553,)
7;4;(21.42103631970193,)
7;5;(21.376079608265567,)
7;6;(12.123021169723836,)
7;7;(21.296754589321655,)
7;8;(22.907668879909856,)
7;9;(21.18745982822783,)
7;10;(14.887657114191327,)
7;11;(18.91430617896384,)
7;12;(18.357812126318056,)
7;13;(21.564076989386585,)
7;14;(16.179140662478503,)
7;15;(21.93212565160027,)
7;16;(9.511808646343216,)
7;17;(19.993022665062174,)
7;18;(22.657380742056997,)
7;19;(20.812792188542122,)
7;20;(22.656462815436115,)
7;21;(22.099296986252227,)
7;22;(21.950557183581324,)
7;23;(21.6631587219167,)
7;24;(19.045534992589012,)
7;25;(21.523045109780874,)
7;26;(21.876064777330328,)
7;27;(19.443458771228446,)
7;28;(21.964664593839736,)
7;29;(22.367147561060992,)
7;30;(22.791845684503116,)
7;31;(20.142747149246947,)
7;32;(22.790268093188665,)
7;33;(22.398378678997098,)
7;34;(19.500746634739713,)
7;35;(20.620038891096826,)
7;36;(17.335106901251613,)
7;37;(18.09046878509555,)
7;38;(10.618458376196203,)
7;39;(22.323433142187337,)
7;40;(22.425951970137184,)
7;41;(22.413630710929972,)
7;42;(22.42639711374946,)
7;43;(22.336631660593987,)
7;44;(22.791845684503116,)
7;45;(19.888028263257393,)
7;46;(16.799250179111766,)
7;47;(9.583827987535864,)
7;48;(7.357197018529369,)
7;49;(21.188250533609427,)
7;50;(21.9086497643854,)
7;51;(22.760121528902474,)
7;52;(21.462003438718426,)
7;53;(22.051222749104703,)
7;54;(22.640579717887036,)
7;55;(22.553162072301415,)
7;56;(14.701754832188355,)
7;57;(20.977091351481256,)
7;58;(20.407899280689634,)
7;59;(22.3110701409896,)
7;60;(22.238526133769483,)
7;61;(21.84763112114636,)
7;62;(22.321206543453116,)
7;63;(21.598140219817836,)
7;64;(19.90873917432476,)
7;65;(23.00232338595256,)
7;66;(22.99713558104563,)
7;67;(19.49587022531072,)
7;68;(22.282893210637056,)
7;69;(20.866346457450753,)
7;70;(22.360105150729932,)
7;71;(21.18322852415811,)
7;72;(21.439544335926634,)
7;73;(22.66757354146501,)
7;74;(9.809686605607762,)
7;75;(9.785865977401244,)
7;76;(21.842660793062734,)
7;77;(22.622640593131003,)
7;78;(19.383020632379264,)
7;79;(22.65506557642329,)
7;80;(17.613256679053794,)
7;81;(12.255766774107695,)
7;82;(20.580973665323164,)
