Generation,Individual,Genome_ID,Parent_ID1,Parent_ID2,Fitness,
0,0,0,-1,-1,3
0,1,1,-1,-1,3
0,2,2,-1,-1,3
0,3,3,-1,-1,3
0,4,4,-1,-1,3
1,0,5,0,-5,3
1,1,6,1,-2,4
1,2,7,2,0,3
1,3,8,0,2,3
1,4,9,1,2,3
2,0,10,6,-5,3
2,1,11,7,-2,4
2,2,12,5,-2,3
2,3,13,7,-2,3
2,4,14,7,-2,4
3,0,15,11,-5,4
3,1,16,11,-2,3
3,2,18,10,11,3
3,3,17,14,-2,3
3,4,19,14,-2,3
4,0,20,15,-5,4
4,1,21,16,15,3
4,2,22,15,-2,7
4,3,23,17,-5,3
4,4,24,19,17,3
