GenomeStart 32564
Neuron 1 1 0.00000000 1 0.00000000 0.00000000 0.00000000 0.00000000
Neuron 2 1 0.00000000 1 0.00000000 0.00000000 0.00000000 0.00000000
Neuron 3 1 0.00000000 1 0.00000000 0.00000000 0.00000000 0.00000000
Neuron 4 1 0.00000000 1 0.00000000 0.00000000 0.00000000 0.00000000
Neuron 5 1 0.00000000 1 0.00000000 0.00000000 0.00000000 0.00000000
Neuron 6 1 0.00000000 1 0.00000000 0.00000000 0.00000000 0.00000000
Neuron 7 1 0.00000000 1 0.00000000 0.00000000 0.00000000 0.00000000
Neuron 8 1 0.00000000 1 0.00000000 0.00000000 0.00000000 0.00000000
Neuron 9 2 0.00000000 1 0.00000000 0.00000000 0.00000000 0.00000000
Neuron 10 4 1.00000000 0 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 11 4 1.00000000 0 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 12 4 1.00000000 0 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 13 4 1.00000000 0 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 14 4 1.00000000 0 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 15 4 1.00000000 0 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 16 4 1.00000000 0 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 18 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 22 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 24 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 28 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 35 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 36 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 38 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 40 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 41 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 42 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 48 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 54 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 58 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 60 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 67 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 70 3 0.75000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 86 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 111 3 0.75000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 187 3 0.75000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 318 3 0.75000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 323 3 0.75000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 411 3 0.50000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 540 3 0.75000000 1 1.00000000 0.00000000 0.00000000 0.00000000
Neuron 645 3 0.62500000 1 1.00000000 0.00000000 0.00000000 0.00000000
Link 1 10 1 0 0.96656366
Link 2 10 2 0 -0.74337205
Link 3 10 3 0 -5.59381172
Link 4 10 4 0 -0.37033323
Link 6 10 6 0 -1.13595011
Link 7 10 7 0 2.42223092
Link 8 10 8 0 3.07945452
Link 9 10 9 0 0.23130726
Link 1 11 10 0 3.91705975
Link 2 11 11 0 0.36922928
Link 6 11 15 0 -1.35329193
Link 7 11 16 0 -2.62681387
Link 9 11 18 0 0.02366591
Link 1 12 19 0 6.12990340
Link 2 12 20 0 2.70340768
Link 6 12 24 0 -2.38926379
Link 8 12 26 0 3.58971724
Link 9 12 27 0 -0.88268731
Link 1 13 28 0 0.75243475
Link 2 13 29 0 -0.64247373
Link 3 13 30 0 -1.63886476
Link 4 13 31 0 -3.20595911
Link 5 13 32 0 -0.04608504
Link 6 13 33 0 0.88816465
Link 7 13 34 0 -0.89039336
Link 8 13 35 0 3.22585174
Link 9 13 36 0 2.27168576
Link 2 14 38 0 -0.19266762
Link 3 14 39 0 -2.46154211
Link 4 14 40 0 -2.07735879
Link 6 14 42 0 -2.04154024
Link 7 14 43 0 -1.39231529
Link 9 14 45 0 0.58919258
Link 1 15 46 0 0.81879382
Link 3 15 48 0 0.21642430
Link 5 15 50 0 -2.85182535
Link 6 15 51 0 -1.85220612
Link 8 15 53 0 -0.29210796
Link 9 15 54 0 -0.93706538
Link 1 16 55 0 -0.21732875
Link 4 16 58 0 -2.59058767
Link 5 16 59 0 -1.44877344
Link 6 16 60 0 -0.78768293
Link 7 16 61 0 2.94527719
Link 8 16 62 0 -0.95604055
Link 9 16 63 0 -1.74773014
Link 5 18 68 0 -3.53744232
Link 8 22 80 0 0.28361130
Link 22 11 81 0 -0.97478450
Link 4 24 86 0 1.71993551
Link 24 12 87 0 -2.15144021
Link 7 35 120 0 2.16693864
Link 5 36 123 0 1.72135939
Link 36 14 124 0 -0.59726888
Link 4 38 129 0 2.46531813
Link 38 11 130 0 2.05810653
Link 13 13 131 1 1.05164502
Link 5 40 136 0 1.20198611
Link 40 12 137 0 1.96666290
Link 8 41 139 0 3.77153074
Link 41 14 140 0 -2.24561623
Link 2 42 142 0 0.28943538
Link 3 48 160 0 0.63356014
Link 3 54 185 0 0.69782371
Link 54 16 186 0 -1.33037206
Link 1 58 199 0 -2.58088100
Link 58 14 200 0 0.74207955
Link 1 48 201 0 -1.42264187
Link 2 60 209 0 1.13265761
Link 60 16 210 0 -1.89594988
Link 6 41 232 0 1.01290959
Link 2 40 265 0 1.78997848
Link 18 15 271 0 1.16296890
Link 12 12 278 1 1.60535665
Link 5 67 292 0 -2.88115350
Link 67 10 293 0 0.42274170
Link 48 70 311 0 0.38025474
Link 70 13 312 0 -3.14548695
Link 16 16 417 1 -2.48742878
Link 2 67 426 0 -0.35082288
Link 16 41 431 1 4.20735214
Link 4 86 452 0 0.63404264
Link 86 15 453 0 0.51789887
Link 28 18 530 0 -0.52621630
Link 10 58 546 1 -1.46636627
Link 18 111 675 0 2.22136897
Link 111 11 676 0 -0.98442475
Link 58 15 878 0 4.35119750
Link 12 28 982 1 1.20374147
Link 4 28 1004 0 2.79867068
Link 15 187 1252 1 -2.29587116
Link 18 28 1474 0 2.08438576
Link 22 22 1479 1 -0.62115395
Link 67 111 1493 0 3.58845449
Link 111 12 1572 0 2.17928448
Link 6 67 1883 0 1.94915931
Link 42 318 2117 0 1.00000000
Link 318 15 2118 0 -0.04792965
Link 16 22 2137 1 -1.75603013
Link 35 323 2151 0 1.17661586
Link 323 15 2152 0 -2.44914374
Link 70 48 2221 1 -2.69740416
Link 70 16 2320 0 0.03271472
Link 24 411 2812 0 1.49236193
Link 411 28 2813 0 1.38331799
Link 187 12 3089 0 -1.14816681
Link 24 41 3421 0 -2.23697861
Link 35 111 3525 0 2.12204083
Link 28 48 3532 0 -1.84749963
Link 42 22 3571 0 -0.85005272
Link 38 111 3701 0 -0.98543789
Link 10 111 3719 1 -1.75719871
Link 11 540 3764 1 0.61750151
Link 540 22 3765 1 -0.85988029
Link 1 40 3932 0 2.07784115
Link 38 58 4008 0 -0.86690743
Link 2 70 4131 0 -2.39347143
Link 1 411 4314 0 0.33371616
Link 10 86 4451 1 -4.68553105
Link 540 111 4544 0 -0.10804811
Link 187 645 4560 1 1.56026258
Link 645 28 4561 1 -3.31980776
Link 40 187 4828 0 -1.52775226
Link 111 645 5112 1 -1.44372044
Link 8 187 5174 0 -4.04888793
Link 187 187 5195 1 4.44296243
GenomeEnd

