Time,Universal_Angle_1_0,Universal_Angle_2_0,Universal_Angle_1_1,Universal_Angle_2_1,Universal_Angle_1_2,Universal_Angle_2_2,Universal_Angle_1_3,Universal_Angle_2_3,Universal_Angle_1_4,Universal_Angle_2_4,Universal_Angle_1_5,Universal_Angle_2_5,Universal_Angle_1_6,Universal_Angle_2_6,Universal_Angle_1_7,Universal_Angle_2_7,Universal_Angle_1_8,Universal_Angle_2_8,Universal_Angle_1_9,Universal_Angle_2_9,Universal_Angle_1_10,Universal_Angle_2_10,Universal_Angle_1_11,Universal_Angle_2_11,Universal_Angle_1_12,Universal_Angle_2_12,Universal_Angle_1_13,Universal_Angle_2_13,Universal_Angle_1_14,Universal_Angle_2_14,Universal_Angle_1_15,Universal_Angle_2_15
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
3.5,-2.19122339944e-16,0.950568451728,-1.46677047693e-16,0.945870014049,-1.1193195401e-16,0.931641051519,-2.8679138677e-16,-0.546998488553,-0.0,0.27660469836,-2.8272035108e-16,0.0504051924534,-0.0,-0.115505010592,-0.0,-0.272300240522,-0.0,-0.266498994635,-0.0,-0.0509788468764,-0.0,0.117865212634,-0.0,0.30219874173,-0.0,0.391832726136,-0.0,0.299417798882,-3.53513954325e-16,0.105815699969,-0.0,-0.195721333072
9.14,-2.91384777911e-06,0.945973121239,6.34325648599e-06,0.945262614428,-3.07479677763e-06,0.946734331096,-7.50152658043e-07,-0.474454691516,-4.85469954638e-07,-0.0492469793245,-4.32828880769e-08,0.201575519874,3.62581654435e-07,0.291011159641,-6.98776657175e-08,0.093483374387,-6.93113452056e-07,-0.144205596667,-1.2081261437e-06,-0.304331254924,-1.12803456424e-06,-0.411213191249,-2.12007775758e-07,-0.245061416062,7.5256668416e-07,0.0823049793206,1.24086210553e-06,0.271145116693,1.04957837724e-06,0.429045043133,3.59577961212e-07,0.434774676972
0.76,-1.49714242986e-16,0.278900107181,-1.134018726e-17,0.278422748054,-0.0,0.276984440141,-0.0,0.277352138939,-0.0,0.27894603652,-0.0,0.279519509947,-0.0,0.278110962417,-0.0,0.273699689487,-1.41387561538e-16,0.267700657184,-0.0,0.263171768739,-1.41386958353e-16,0.262108638503,-1.41378499038e-16,0.265225815603,-0.0,0.271817050132,-0.0,0.0881004429369,-1.42147446662e-16,0.0106144789948,-0.0,0.00345890383963
7.04,-0.0,0.944742561724,-0.0,0.942295819452,-0.0,0.945363411472,-1.61948521908e-16,-0.463078445293,-1.32118024571e-16,-0.339684768793,-3.64480127615e-16,-0.105426662097,-3.83484918624e-16,0.1467530318,-2.33572706165e-16,0.36638236271,-3.37740712115e-16,0.398099442677,-2.21635357492e-16,0.212449252334,-5.95532111679e-16,-0.0644231497523,-1.05619205266e-15,-0.329525615443,-1.4467277742e-15,-0.415590123265,-1.44249752237e-15,-0.300134036225,-9.30500684751e-16,-0.0317677012062,-3.82336787763e-16,0.278423152504
8.2,-2.43316446448e-05,0.953948603449,2.13721095903e-05,0.945862690918,3.17423355543e-05,0.942485818115,1.77855666618e-06,-0.479123798258,-5.39407786466e-06,-0.335235017927,-6.16875780598e-06,-0.333469786344,-4.05593131674e-06,-0.133158074995,-1.41064138714e-06,0.12365623028,1.5031542751e-07,0.351367201408,8.11812644882e-07,0.394756232899,7.23565107567e-07,0.214955700903,3.38380154005e-07,-0.0807452251583,9.75496702528e-08,-0.356299809081,4.53331894179e-09,-0.467991675637,-1.81632665431e-08,-0.335149178022,-7.55953300033e-09,-0.00821197876502
7.62,-5.66726467219e-17,0.951485504706,-0.0,0.942229784909,-2.82719667505e-16,0.944018119066,-1.77684839803e-16,-0.469168417877,-3.27218209718e-16,-0.363175582789,-4.48432387025e-16,-0.234640205112,-3.69028094837e-16,0.0128962287359,-3.59296520523e-16,0.265707062825,-3.23652763045e-16,0.408215006541,-3.80726031965e-16,0.332334602363,-7.77346362937e-16,0.0748867051652,-1.74804631157e-15,-0.21899131941,-2.6409476826e-15,-0.419858857036,-2.85115035222e-15,-0.414114234591,-2.02517238649e-15,-0.191181265215,-6.61371791411e-16,0.142993908548
3.58,-2.01367932569e-16,0.957771603049,-2.13817518547e-16,0.946414286008,-1.81061076429e-16,0.942031348854,-2.86107101954e-16,-0.521264341856,-0.0,0.190589306773,-1.41760697883e-16,0.275762150811,-0.0,0.187995273832,-0.0,0.0333569178418,-0.0,-0.184061806755,-0.0,-0.297516552009,-0.0,-0.226855497364,-0.0,-0.0168270782799,-0.0,0.226350224792,-1.41383906976e-16,0.437166924694,-3.53910692609e-16,0.439104165811,-0.0,0.181504479126
2.68,-3.14102945684e-16,0.730691334327,-1.53311112416e-17,0.719084691725,-2.13266172063e-16,0.721537178623,-1.47596181443e-16,0.744357240493,-0.0,0.253757025299,-1.4638344548e-16,0.0280273241667,-2.82960385246e-16,0.00842220002785,-4.00513624033e-18,0.00157120517787,-2.82722578708e-16,-0.00270984449541,-0.0,-0.00561146795627,-2.82801785358e-16,-0.00654747667645,-0.0,-0.00618749893296,-0.0,-0.0046299610601,-0.0,-0.0028052437806,-1.41981413659e-16,-0.000782739761736,-0.0,8.42519250775e-05
6.1,-1.95713320518e-16,0.94781038378,-0.0,0.94444146632,-1.44912400559e-16,0.942079896357,-2.9789788939e-17,-0.524026933362,-1.41736399327e-16,-0.0768317555879,-1.57660458969e-16,-0.3259805197,-3.64700498391e-16,-0.360833056998,-2.92911587515e-16,-0.100736973807,-7.39277636068e-17,0.191348247388,-1.88236027216e-16,0.410029182894,-4.3695050158e-16,0.497911826959,-5.01873136168e-16,0.293751134008,-3.81706636912e-16,-0.0678032428046,-5.10415507748e-16,-0.332349564111,-1.511988612e-16,-0.484506956836,-9.28777191775e-18,-0.388630906277
