Time,Universal_Angle_1_0,Universal_Angle_2_0,Universal_Angle_1_1,Universal_Angle_2_1,Universal_Angle_1_2,Universal_Angle_2_2,Universal_Angle_1_3,Universal_Angle_2_3,Universal_Angle_1_4,Universal_Angle_2_4,Universal_Angle_1_5,Universal_Angle_2_5,Universal_Angle_1_6,Universal_Angle_2_6,Universal_Angle_1_7,Universal_Angle_2_7,Universal_Angle_1_8,Universal_Angle_2_8,Universal_Angle_1_9,Universal_Angle_2_9,Universal_Angle_1_10,Universal_Angle_2_10,Universal_Angle_1_11,Universal_Angle_2_11,Universal_Angle_1_12,Universal_Angle_2_12,Universal_Angle_1_13,Universal_Angle_2_13,Universal_Angle_1_14,Universal_Angle_2_14,Universal_Angle_1_15,Universal_Angle_2_15
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
3.5,-4.64057191586e-05,0.0138416486751,-6.92866623647e-05,-0.948163631186,2.90475327552e-05,0.000864728539969,1.77967388116e-05,-0.997789180689,4.25223206135e-05,-0.00836597678212,4.32354165655e-05,-0.966417413411,2.63399630784e-05,0.0413311204253,1.67050423272e-06,0.580829034886,7.92318248421e-05,-0.228838870758,1.03572769687e-05,-0.145637205535,-9.07248543107e-06,0.0955446077872,-6.00928787291e-06,0.31691095971,-5.3359751623e-06,0.470729702198,-1.15158526127e-05,0.297239191883,-1.08366356673e-05,-0.0326462650836,-3.71794267917e-06,-0.404402173821
9.14,1.89904435069e-05,0.00570465009937,-0.000115173362801,-0.943261079998,3.83262857382e-05,0.0161989385587,-6.69059191578e-05,-0.955927701297,6.18304912218e-05,-0.012877922515,-1.743457254e-05,-0.979548341025,0.000238561869014,-0.00812797810576,0.000237981284486,0.526056171754,0.00044156294915,-0.0630177589676,-3.05557002065e-05,0.297367303018,-0.000228512949588,0.37263588817,-0.000239825214629,0.0164176888501,-0.000320353127013,-0.327293160366,-0.000394828165966,-0.579245822774,-0.000366113827299,-0.486474880447,-0.000152106836959,-0.049306539491
0.76,-6.47649575917e-05,0.00218086156209,-0.000108468216733,-0.948105776694,7.21752579398e-05,0.00271497635389,4.88392358497e-05,-0.95217058661,7.72392127991e-05,-0.00589949057689,6.79500561024e-05,-0.994762177778,-5.49578578571e-06,-0.0210768342543,4.95224309615e-06,0.472711424618,8.76515716264e-05,-0.0347162373831,2.85447036758e-05,-0.0395149251375,-1.19265980792e-05,-0.0406596771619,-3.15292534927e-05,-0.037639725531,-3.39642219173e-05,-0.0307972444071,-2.5839714457e-05,-0.0214081136542,-1.40076174452e-05,-0.0114544339077,-4.03351670038e-06,-0.00343619324637
7.04,1.80307507589e-05,-0.00112215750915,-9.29790369005e-05,-0.964673598948,2.42485707183e-05,0.0141523671686,-7.651615574e-05,-0.937856806741,-4.96041228672e-06,0.0558910145216,-9.46956114522e-05,-0.912619692366,0.000135124230833,0.0578307392795,0.000107657870959,0.542167596343,0.000206085433756,-0.118285631831,3.20736210223e-06,-0.366835868219,-7.41297439058e-05,-0.216988677822,-8.03018444806e-05,0.0880958054615,-0.000130828745191,0.407381533347,-0.000175046654912,0.469308763379,-0.000165201345691,0.181964689522,-6.31744984593e-05,-0.23829040918
8.2,1.31927821755e-05,-0.0015083688034,-0.000121700203746,-0.964397665277,5.34864019309e-06,0.0124762285802,-0.000127018681093,-0.942393447626,9.85869149507e-06,0.0552229400239,-0.000109523750929,-0.911284111705,0.000208538255861,0.0600000106677,0.000165089577188,0.545187918426,0.00029692159637,-0.141608332299,-9.44822263287e-06,-0.36547306094,-0.000119867235627,-0.193228065189,-0.000114418523783,0.109209067429,-0.000176112373424,0.419542004455,-0.00023049468205,0.4541361029,-0.000222535636314,0.15347519713,-9.18242420185e-05,-0.264798598597
7.62,1.67431719866e-05,-0.00149297221067,-0.000103956757119,-0.971439190982,1.8083191023e-05,0.0102366035394,-9.52687200866e-05,-0.939466600099,-3.38981560457e-07,0.0506557611912,-0.000101773725024,-0.919588568697,0.000166707093481,0.0553881426864,0.000133039915962,0.541470145038,0.000246277318831,-0.13155916997,-1.56952344441e-06,-0.366344082603,-9.36898542048e-05,-0.204562822379,-9.48810171603e-05,0.098906748859,-0.000150800332679,0.414199770942,-0.000200099571865,0.461904991688,-0.000191763776614,0.16799115404,-7.65450233337e-05,-0.251683561872
3.58,-4.47480507908e-05,0.00458044263921,-6.51794120987e-05,-0.949271602128,2.56920979242e-05,0.00101638420671,1.59718620748e-05,-0.994573474555,3.8255169581e-05,-0.00524287584756,3.88604617623e-05,-0.970679998528,2.77889669489e-05,0.000377405113486,-2.93512338947e-06,0.507007700846,6.92516196476e-05,0.0485192012183,-9.160446772e-07,-0.251986532394,-1.86156751983e-05,-0.208181865667,-1.28177974731e-05,0.0512496803916,-1.10275028624e-05,0.334399508473,-1.76701632893e-05,0.547449213701,-1.6515911326e-05,0.378283004716,-6.05529915015e-06,-0.0615707507916
2.68,-5.86345538717e-05,0.000573356000766,-0.000104992193691,-0.9483152993,6.06916176852e-05,-0.00137587338308,3.40344779115e-05,-0.955167494162,6.57923321062e-05,-0.000956703027788,5.43036605924e-05,-0.966848984825,1.78846812045e-06,0.00013814509201,1.25059259715e-05,0.501317446647,8.43720332154e-05,0.00179739065558,2.64215592814e-05,0.00207199225946,-1.28821354164e-05,0.00167274983562,-3.15950583499e-05,0.00153303517877,-3.35601581769e-05,0.000473498777967,-2.53630150918e-05,-0.000246985965465,-1.370225866e-05,-0.00108529123846,-3.9411593704e-06,0.000806671662423
6.1,2.35543611454e-05,-0.00196878189499,-6.51415567319e-05,-0.959894422692,5.53189377402e-05,0.00694859467825,8.55447228115e-07,-0.948624636172,1.00573229125e-05,-0.00317589917626,-3.26993237992e-05,-0.99090475696,5.12920020196e-05,-0.0466218354607,4.7280163943e-05,0.428250889426,0.000163249857531,0.35645420994,1.42497359101e-05,0.265536712048,-4.22193784935e-05,-0.0864430855348,-5.37033299559e-05,-0.395745315328,-9.19743987512e-05,-0.514292486007,-0.000123451363829,-0.24072806209,-0.000111489227343,0.142435219367,-3.84687454822e-05,0.461361145276
