Time,Universal_Angle_1_0,Universal_Angle_2_0,Universal_Angle_1_1,Universal_Angle_2_1,Universal_Angle_1_2,Universal_Angle_2_2,Universal_Angle_1_3,Universal_Angle_2_3,Universal_Angle_1_4,Universal_Angle_2_4,Universal_Angle_1_5,Universal_Angle_2_5,Universal_Angle_1_6,Universal_Angle_2_6,Universal_Angle_1_7,Universal_Angle_2_7,Universal_Angle_1_8,Universal_Angle_2_8,Universal_Angle_1_9,Universal_Angle_2_9,Universal_Angle_1_10,Universal_Angle_2_10,Universal_Angle_1_11,Universal_Angle_2_11,Universal_Angle_1_12,Universal_Angle_2_12,Universal_Angle_1_13,Universal_Angle_2_13,Universal_Angle_1_14,Universal_Angle_2_14,Universal_Angle_1_15,Universal_Angle_2_15
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
3.5,-2.82715971686e-16,-0.24331955839,-1.41357985843e-16,-0.280912515069,-1.41357985843e-16,-0.179446201836,-0.0,0.0127888400668,-1.41357985843e-16,0.202620399662,-7.06789929214e-17,0.297468708543,-0.0,0.249422617879,-1.41357985843e-16,0.0676561491008,-0.0,-0.135925049148,-2.82715971686e-16,-0.2873712552,-1.41357985843e-16,-0.321089803409,-2.82715971686e-16,-0.191482145323,-0.0,0.0432231453337,-1.41357985843e-16,0.194978748809,-1.41357985843e-16,0.310287007379,-1.41357985843e-16,0.32264200133
9.14,-0.0,0.223809945197,-1.41357985843e-16,0.0466192675617,-2.82715971686e-16,-0.142838567162,-1.41357985843e-16,-0.259249644352,-1.41357985843e-16,-0.249758393188,-4.24073957528e-16,-0.121366005903,-7.06789929214e-17,0.0728415610237,-1.41357985843e-16,0.245085085305,-1.41357985843e-16,0.314361529786,-1.41357985843e-16,0.248179551253,-2.82715971686e-16,0.0563875786262,-0.0,-0.180408099497,-2.82715971686e-16,-0.358403296791,-0.0,-0.408173811397,-0.0,-0.293438647663,-0.0,-0.072543365918
0.76,-1.41357985843e-16,0.224400501436,-1.41357985843e-16,0.283280749533,-2.82715971686e-16,0.19652066423,-1.41357985843e-16,6.41473747056e-05,-2.12036978764e-16,-0.211394550442,-1.41357985843e-16,-0.336521098282,-2.82715971686e-16,-0.312842726577,-0.0,-0.152116619703,-0.0,0.0872057648128,-5.65431943371e-16,0.279042433933,-1.41357985843e-16,0.358088131737,-1.41357985843e-16,0.290310000688,-2.82715971686e-16,0.0990733616732,-2.82715971686e-16,-0.107851997641,-3.53394964607e-16,-0.266870683095,-2.82715971686e-16,-0.316379191469
7.04,-1.41357985843e-16,-0.122380339386,-2.82715971686e-16,-0.249800632755,-0.0,-0.248205130305,-0.0,-0.121683051092,-1.41357985843e-16,0.0690797265277,-1.41357985843e-16,0.230985882473,-1.41357985843e-16,0.290315949016,-2.82715971686e-16,0.216206496634,-1.41357985843e-16,0.0417299378926,-4.24073957528e-16,-0.133972807799,-1.41357985843e-16,-0.276002932303,-2.82715971686e-16,-0.298689477322,-0.0,-0.191450898762,-0.0,-0.0502072259438,-0.0,0.127301622649,-0.0,0.26785230322
8.2,-1.41357985843e-16,0.298806634343,-0.0,0.22185199038,-0.0,0.0401053087146,-2.82715971686e-16,-0.163644742656,-0.0,-0.293678134359,-0.0,-0.288741250962,-2.82715971686e-16,-0.147729566688,-2.82715971686e-16,0.0692096865074,-1.41357985843e-16,0.26274096042,-1.41357985843e-16,0.345384296448,-0.0,0.268035451921,-2.12036978764e-16,0.0505524919562,-1.41357985843e-16,-0.190399686434,-1.41357985843e-16,-0.361769034227,-1.41357985843e-16,-0.389101598436,-2.82715971686e-16,-0.269195763468
7.62,-1.41357985843e-16,0.165659405956,-1.41357985843e-16,-0.0246129670803,-1.41357985843e-16,-0.190893135211,-0.0,-0.260035080116,-0.0,-0.20229562243,-1.41357985843e-16,-0.0475363740715,-1.41357985843e-16,0.139173105698,-2.82715971686e-16,0.27232375971,-1.41357985843e-16,0.28905612976,-2.82715971686e-16,0.182995559474,-1.41357985843e-16,-0.0225353045248,-1.41357985843e-16,-0.237997711968,-1.41357985843e-16,-0.366963639447,-1.41357985843e-16,-0.367894471046,-1.41357985843e-16,-0.219218761452,-1.41357985843e-16,0.0104508084576
3.58,-4.24073957528e-16,0.0184137690259,-0.0,-0.159202738143,-0.0,-0.247839317109,-0.0,-0.212724014833,-2.82715971686e-16,-0.0740097268711,-0.0,0.100993801898,-1.41357985843e-16,0.235112742002,-7.06789929214e-17,0.265794791879,-2.82715971686e-16,0.180663237585,-0.0,0.0256071662165,-2.82715971686e-16,-0.163788231901,-1.41357985843e-16,-0.294010469221,-7.06789929214e-17,-0.302645966288,-0.0,-0.221677037792,-1.41357985843e-16,-0.0415925929031,-2.82715971686e-16,0.165146988638
2.68,-0.0,0.288715954057,-0.0,0.165126260594,-1.41357985843e-16,-0.0322980956958,-0.0,-0.214735073875,-1.41357985843e-16,-0.298565497467,-2.82715971686e-16,-0.244572905334,-1.41357985843e-16,-0.0750763760248,-2.82715971686e-16,0.136198192057,-1.41357985843e-16,0.294640704291,-0.0,0.326371805384,-1.41357985843e-16,0.202103937294,-0.0,-0.0291148507434,-1.41357985843e-16,-0.2563901972,-1.41357985843e-16,-0.39804312616,-1.41357985843e-16,-0.373293518643,-2.82715971686e-16,-0.205501975806
6.1,-3.53394964607e-16,0.0962902112391,-1.41357985843e-16,-0.0941408087602,-1.41357985843e-16,-0.226314526997,-0.0,-0.244295319221,-2.82715971686e-16,-0.142658893482,-1.41357985843e-16,0.0278968355839,-1.41357985843e-16,0.194604626552,-1.41357985843e-16,0.280209600456,-2.82715971686e-16,0.244778586719,-2.82715971686e-16,0.108030391672,-1.41357985843e-16,-0.097449290808,-0.0,-0.277859833884,-2.82715971686e-16,-0.350562237143,-1.41357985843e-16,-0.30681911914,-2.82715971686e-16,-0.134667980372,-1.41357985843e-16,0.0908051693637
