Version 0.4
<setup information>
0.005
10.0
box, 4.5, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, 3.5, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, 2.5, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, 1.5, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, 0.5, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, -0.5, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, -1.5, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, -2.5, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, -3.5, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, -4.5, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, 5.0, 1.0, 0.0, 0.1, 0.1, 0.1, 0.707106781187,-0.0,0.707106781187,-0.0
box, 4.75, 1.0, 0.25, 0.1, 0.1, 0.1, 1.0,-0.0,-0.0,-0.0
box, 4.75, 1.0, -0.25, 0.1, 0.1, 0.1, 0.707106781187,-0.0,-0.707106781187,-0.0
scene_sphere, 6.0, 1.0, 14.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 6.0, 1.0, 16.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 6.0, 1.0, 18.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 8.0, 1.0, 2.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 8.0, 1.0, 4.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 8.0, 1.0, 6.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 8.0, 1.0, 8.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 8.0, 1.0, 10.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 8.0, 1.0, 12.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 8.0, 1.0, 14.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 8.0, 1.0, 16.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 8.0, 1.0, 18.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 10.0, 1.0, 2.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 10.0, 1.0, 4.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 10.0, 1.0, 6.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 10.0, 1.0, 8.0, 0.5, 1.0,0.0,0.0,0.0
scene_sphere, 10.0, 1.0, 10.0, 0.5, 1.0,0.0,0.0,0.0
