Time,Universal_Angle_1_0,Universal_Angle_2_0,Universal_Angle_1_1,Universal_Angle_2_1,Universal_Angle_1_2,Universal_Angle_2_2,Universal_Angle_1_3,Universal_Angle_2_3,Universal_Angle_1_4,Universal_Angle_2_4,Universal_Angle_1_5,Universal_Angle_2_5,Universal_Angle_1_6,Universal_Angle_2_6
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
3.5,-0.0,-0.0490954447324,-2.12036978764e-16,0.0470153836863,-0.0,-0.0354669407359,-0.0,0.016687990561,-1.41357985843e-16,0.00534225659533,-7.06789929214e-17,-0.026392540524,-7.06789929214e-17,0.000235933238603
18.48,-1.41357985843e-16,0.0490796835881,-1.41357985843e-16,-0.0468036185905,-0.0,0.0349951664336,-1.41357985843e-16,-0.0161012863506,-0.0,-0.00595842940375,-7.06789929214e-17,0.0269313493566,-7.06789929214e-17,-0.000235950785533
14.28,-0.0,-0.0410373859687,-7.06789929214e-17,0.0488510243281,-7.06789929214e-17,-0.0475626748375,-1.41357985843e-16,0.0367571845998,-0.0,-0.0187332089871,-1.41357985843e-16,-0.00338249694609,-0.0,7.2208962232e-05
9.14,-1.41357985843e-16,0.0433702229249,-0.0,-0.0489721527086,-7.06789929214e-17,0.0464373183348,-7.06789929214e-17,-0.0337164974665,-7.06789929214e-17,0.014554909199,-7.06789929214e-17,0.00772781040837,-7.06789929214e-17,-0.000115494931486
15.22,-0.0,-0.0182220310178,-7.06789929214e-17,0.0365328702145,-1.41357985843e-16,-0.0479260550521,-7.06789929214e-17,0.0486750686458,-7.06789929214e-17,-0.0413403067836,-1.41357985843e-16,0.0249272010615,-7.06789929214e-17,-0.000113370483464
10.08,-7.06789929214e-17,0.0222088087147,-0.0,-0.0394580834677,-7.06789929214e-17,0.0490088465616,-1.41357985843e-16,-0.0481367108327,-7.06789929214e-17,0.0386115982616,-7.06789929214e-17,-0.0210900985116,-1.41357985843e-16,7.45074992297e-05
16.38,-0.0,0.0173820529923,-0.0,0.00466643842968,-0.0,-0.0257348574189,-1.41357985843e-16,0.0417817073783,-7.06789929214e-17,-0.0490952284041,-0.0,0.0472790587417,-1.76697482304e-16,-0.000316410253084
11.24,-0.0,-0.0131961939885,-1.41357985843e-16,-0.00899296938816,-7.06789929214e-17,0.0294277007088,-7.06789929214e-17,-0.0439890070221,-0.0,0.0491243744677,-1.41357985843e-16,-0.0458467448632,-0.0,0.000315026588221
0.76,-1.41357985843e-16,0.00171496820581,-7.06789929214e-17,-0.0231076735557,-7.06789929214e-17,0.0401762204155,-7.06789929214e-17,-0.0488712817666,-7.06789929214e-17,0.0479693174105,-1.76697482304e-16,-0.0378665343603,-1.41357985843e-16,0.000249361687966
12.18,-0.0,-0.0377704918832,-7.06789929214e-17,0.0198830078617,-1.41357985843e-16,0.00199691426021,-1.06018489382e-16,-0.0233758957333,-7.06789929214e-17,0.0402731787173,-1.41357985843e-16,-0.0489563531967,-0.0,0.000369134553347
7.04,-7.06789929214e-17,0.03475891439,-7.06789929214e-17,-0.015776265702,-1.41357985843e-16,-0.00636004302006,-1.41357985843e-16,0.0271734143026,-7.06789929214e-17,-0.0427013852708,-7.06789929214e-17,0.049007280308,-0.0,-0.000352646066452
16.6,-7.06789929214e-17,0.0236578707054,-7.06789929214e-17,-0.00225221273373,-7.06789929214e-17,-0.0196473351352,-1.41357985843e-16,0.0375385064589,-0.0,-0.0484305063442,-0.0,0.0486280215063,-0.0,-0.000330173889136
13.34,-7.06789929214e-17,-0.0490946012786,-7.06789929214e-17,0.0453079796846,-7.06789929214e-17,-0.0317802421499,-0.0,0.0118607445883,-1.41357985843e-16,0.0102799520337,-1.41357985843e-16,-0.0305217966953,-7.06789929214e-17,0.000256898034109
8.2,-7.06789929214e-17,0.0490755856667,-1.41357985843e-16,-0.0433087536803,-7.06789929214e-17,0.028263645887,-7.06789929214e-17,-0.00755956907501,-0.0,-0.0145324993862,-1.41357985843e-16,0.033875593339,-0.0,-0.000278065455493
7.62,-1.41357985843e-16,0.0452520081758,-0.0,-0.0316070371913,-1.41357985843e-16,0.0117334723545,-7.06789929214e-17,0.0105072481518,-7.06789929214e-17,-0.0306173994072,-7.06789929214e-17,0.0447270973606,-0.0,-0.00034058015688
18.92,-7.06789929214e-17,0.0464330504022,-7.06789929214e-17,-0.0490365393243,-7.06789929214e-17,0.0434332141136,-7.06789929214e-17,-0.028342700506,-7.06789929214e-17,0.00782680606068,-7.06789929214e-17,0.0144480867173,-7.06789929214e-17,-0.000160195188269
14.5,-0.0,-0.0366838992925,-7.06789929214e-17,0.0480575391161,-2.12036978764e-16,-0.048777227192,-0.0,0.0411478508574,-0.0,-0.0248799484709,-7.06789929214e-17,0.00353308200323,-1.41357985843e-16,1.15142984521e-05
3.58,-0.0,-0.0490970940208,-0.0,0.0477029715106,-7.06789929214e-17,-0.0371935741777,-1.41357985843e-16,0.0190253112765,-7.06789929214e-17,0.00283779011554,-0.0,-0.0242318184144,-1.41357985843e-16,0.000224178155916
2.68,-1.41357985843e-16,-0.0460146948222,-7.06789929214e-17,0.0330411257224,-7.06789929214e-17,-0.0135534263506,-1.41357985843e-16,-0.00865979110292,-7.06789929214e-17,0.0291099442921,-0.0,-0.043851668846,-1.41357985843e-16,0.000335738566201
